bite_date,species,breed,gender,color,vaccination_yrs,vaccination_date,victim_zip,adv_issued,bite_location,quarantine_date,disposition,head_sent_date,release_date,results
2010-03-09,DOG,,UNKNOWN,BLACK,3,2009-05-08 0:00,40291,NO,BODY,2010-03-15 0:00,RELEASED,,,UNKNOWN
2010-03-10,DOG,,UNKNOWN,,,,40216,NO,HEAD,2010-03-10 0:00,UNKNOWN,,,UNKNOWN
2010-03-10,DOG,,MALE,TRI,1,2009-11-07 0:00,40006,NO,BODY,2010-03-11 0:00,RELEASED,,,UNKNOWN
2010-03-10,DOG,,FEMALE,BLACK,1,2010-03-25 0:00,40223,NO,BODY,2010-03-15 0:00,RELEASED,,,UNKNOWN
2010-03-10,DOG,,MALE,TAN-WHT,,,40211,NO,BODY,2010-03-19 0:00,UNKNOWN,,,UNKNOWN
2010-03-11,DOG,,FEMALE,TAN,,,40272,NO,BODY,,UNKNOWN,2010-03-12 0:00,,UNKNOWN
2010-03-11,DOG,,UNKNOWN,,,,40212,NO,BODY,2010-03-11 0:00,UNKNOWN,,,UNKNOWN
2010-03-11,CAT,,FEMALE,TRI,1,2010-03-25 0:00,40219,NO,BODY,2010-03-11 0:00,RELEASED,,,UNKNOWN
2010-03-11,CAT,,FEMALE,BLK-WHT,1,2010-03-23 0:00,40245,NO,BODY,2010-03-11 0:00,RELEASED,,,UNKNOWN
2010-03-11,DOG,,FEMALE,CREAM-WHT,1,2010-03-15 0:00,40222,NO,HEAD,2010-03-15 0:00,RELEASED,,,UNKNOWN
2010-03-11,DOG,,FEMALE,WHITE,1,2010-03-18 0:00,40216,NO,BODY,2010-03-15 0:00,RELEASED,,,UNKNOWN
2010-03-12,DOG,,UNKNOWN,,,,40242,NO,HEAD,2010-03-17 0:00,RELEASED,,,UNKNOWN
2010-03-12,DOG,,MALE,TRI,1,2009-07-06 0:00,40219,NO,BODY,2010-03-15 0:00,RELEASED,,,UNKNOWN
2010-03-12,CAT,,UNKNOWN,,,,40299,YES,BODY,2010-03-15 0:00,UNKNOWN,,,UNKNOWN
2010-03-13,DOG,,FEMALE,TRI,1,2009-06-18 0:00,40291,NO,BODY,2010-03-15 0:00,RELEASED,,,UNKNOWN
2010-03-13,DOG,,MALE,WHT,1,2009-04-18 0:00,40216,NO,BODY,2010-03-15 0:00,RELEASED,,,UNKNOWN
2010-03-13,DOG,,MALE,BRN-WHT,1,2009-09-16 0:00,40241,NO,HEAD,2010-03-17 0:00,RELEASED,,,UNKNOWN
2010-03-13,DOG,,FEMALE,BRINDLE,1,2009-11-30 0:00,40214,NO,BODY,2010-03-16 0:00,RELEASED,,,UNKNOWN
2010-03-14,DOG,,MALE,BLACK,1,2010-04-10 0:00,40299,NO,BODY,2010-03-16 0:00,RELEASED,,,UNKNOWN
2010-03-16,DOG,,UNKNOWN,,,,40211,YES,BODY,2010-03-16 0:00,UNKNOWN,,,UNKNOWN
2010-03-16,DOG,,MALE,WHITE,1,2009-09-28 0:00,40272,NO,BODY,2010-03-17 0:00,RELEASED,,,UNKNOWN
2010-03-16,DOG,,UNKNOWN,GOLDEN,1,2009-12-23 0:00,40272,NO,BODY,2010-03-26 0:00,RELEASED,,,UNKNOWN
2010-03-17,DOG,,UNKNOWN,BLK-WHT,,2009-11-03 0:00,40272,NO,HEAD,,UNKNOWN,2010-03-18 0:00,,UNKNOWN
2010-03-17,DOG,,MALE,BLACK,1,2010-02-25 0:00,40258,NO,BODY,2010-03-23 0:00,RELEASED,,,UNKNOWN
2010-03-18,DOG,,UNKNOWN,TAN-WHT,1,2009-08-17 0:00,40203,NO,BODY,2010-03-19 0:00,RELEASED,,,UNKNOWN
2010-03-18,DOG,,UNKNOWN,BLACK-WHT,,,40219,NO,BODY,2010-03-18 0:00,UNKNOWN,,,UNKNOWN
2010-03-19,CAT,,FEMALE,GRAY,1,2009-07-03 0:00,40213,NO,BODY,2010-03-22 0:00,RELEASED,,,UNKNOWN
2010-03-19,CAT,,UNKNOWN,BUFF,,,40213,NO,HEAD,2010-03-19 0:00,UNKNOWN,,,UNKNOWN
2010-03-19,DOG,,FEMALE,BROWN-TAN,1,2009-04-10 0:00,40218,NO,BODY,2010-03-23 0:00,RELEASED,,,UNKNOWN
2010-03-19,DOG,,MALE,BLK-TAN,,2009-03-18 0:00,40203,NO,BODY,2010-03-19 0:00,UNKNOWN,,,UNKNOWN
2010-03-20,CAT,,UNKNOWN,,,,40207,NO,BODY,2010-03-22 0:00,UNKNOWN,,,UNKNOWN
2010-03-20,DOG,,FEMALE,TRI,,,40291,NO,BODY,2010-03-22 0:00,UNKNOWN,,,UNKNOWN
2010-03-20,DOG,,MALE,BLK,1,2009-09-19 0:00,40243,NO,BODY,2010-03-22 0:00,RELEASED,,,UNKNOWN
2010-03-20,DOG,,MALE,WHT-BLK,1,2009-07-17 0:00,87604,NO,BODY,2010-03-22 0:00,RELEASED,,,UNKNOWN
2010-03-20,DOG,,MALE,WHT-BLK,3,2009-02-26 0:00,40243,NO,BODY,2010-03-23 0:00,RELEASED,,,UNKNOWN
2010-03-20,DOG,,FEMALE,BLONDE,,,40206,YES,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-03-21,CAT,,UNKNOWN,WHITE-ORAN,,,40205,NO,BODY,2010-03-21 0:00,UNKNOWN,,,UNKNOWN
2010-03-21,DOG,,FEMALE,BLK-BRN,,,40118,NO,BODY,2010-03-25 0:00,RELEASED,,,UNKNOWN
2010-03-21,DOG,,UNKNOWN,BRN-WHT,1,2009-07-24 0:00,42027,NO,BODY,2010-03-21 0:00,RELEASED,,,UNKNOWN
2010-03-22,DOG,,UNKNOWN,WHITE,,,40243,NO,BODY,2010-03-22 0:00,RELEASED,,,UNKNOWN
2010-03-22,CAT,,UNKNOWN,GRAY-TIGER,,,40258,NO,BODY,2010-03-22 0:00,UNKNOWN,,,UNKNOWN
2010-03-22,CAT,,UNKNOWN,,,,40299,YES,BODY,2010-03-24 0:00,UNKNOWN,,,UNKNOWN
2010-03-22,DOG,,MALE,CHOCOLATE,1,2009-08-26 0:00,40205,NO,BODY,2010-03-26 0:00,RELEASED,,,UNKNOWN
2010-03-23,DOG,,MALE,BLK-BRN,3,,40243,NO,HEAD,2010-03-23 0:00,RELEASED,,,UNKNOWN
2010-03-23,DOG,,MALE,BLACK,1,2009-10-08 0:00,40299,NO,BODY,2010-03-24 0:00,RELEASED,,,UNKNOWN
2010-03-23,CAT,,MALE,TABBY,,,40241,NO,BODY,2010-03-24 0:00,RELEASED,,,UNKNOWN
2010-03-23,DOG,,UNKNOWN,BLK,,,40229,YES,BODY,2010-03-24 0:00,UNKNOWN,,,UNKNOWN
2010-03-23,DOG,,UNKNOWN,TRI,,,40223,NO,BODY,2010-03-23 0:00,UNKNOWN,,,UNKNOWN
2010-03-24,DOG,,UNKNOWN,,,,40241,YES,BODY,2010-03-25 0:00,UNKNOWN,,,UNKNOWN
2010-03-25,DOG,,FEMALE,BROWNISHRE,3,2007-03-22 0:00,40213,NO,BODY,2010-03-26 0:00,RELEASED,,,UNKNOWN
2010-03-25,RACCOON,,UNKNOWN,,,,40272,YES,BODY,2010-03-26 0:00,UNKNOWN,,,UNKNOWN
2010-03-26,DOG,,FEMALE,WHITE,1,2010-04-05 0:00,40220,NO,BODY,2010-03-29 0:00,RELEASED,,,UNKNOWN
2010-03-26,DOG,,MALE,BLK,,,40243,NO,BODY,2010-03-29 0:00,RELEASED,,,UNKNOWN
2010-03-27,DOG,,MALE,BLK-BRN,3,2008-10-18 0:00,40223,NO,BODY,2010-03-29 0:00,RELEASED,,,UNKNOWN
2010-03-27,DOG,,UNKNOWN,BROWN-BLK,3,2010-04-07 0:00,40214,NO,BODY,2010-03-29 0:00,RELEASED,,,UNKNOWN
2010-03-28,DOG,,UNKNOWN,,,,40241,YES,BODY,2010-03-29 0:00,UNKNOWN,,,UNKNOWN
2010-03-28,DOG,,FEMALE,WHITE,3,2009-11-23 0:00,40222,NO,BODY,2010-03-30 0:00,RELEASED,,,UNKNOWN
2010-03-29,DOG,,UNKNOWN,,,,40210,NO,BODY,2010-03-30 0:00,UNKNOWN,,,UNKNOWN
2010-03-30,DOG,,UNKNOWN,GOLDEN,,,40222,YES,BODY,2010-03-31 0:00,UNKNOWN,2010-04-01 0:00,,UNKNOWN
2010-03-30,DOG,,MALE,GOLDEN,3,2010-03-02 0:00,40223,NO,HEAD,2010-04-01 0:00,RELEASED,,,UNKNOWN
2010-03-31,DOG,,MALE,BROWN,3,2008-02-06 0:00,40245,NO,BODY,2010-04-01 0:00,RELEASED,,,UNKNOWN
2010-03-31,DOG,,MALE,BLK-TAN,,,40203,NO,BODY,2010-03-31 0:00,UNKNOWN,,,UNKNOWN
2010-04-01,DOG,,UNKNOWN,BLK-WHT,,2009-04-15 0:00,40219,NO,BODY,2010-04-05 0:00,UNKNOWN,2010-04-05 0:00,,UNKNOWN
2010-04-01,DOG,,MALE,BROWN,1,2009-05-02 0:00,40241,NO,HEAD,2010-04-05 0:00,RELEASED,,,UNKNOWN
2010-04-01,DOG,,FEMALE,BLK,,,47106,NO,BODY,2010-04-01 0:00,UNKNOWN,,,UNKNOWN
2010-04-01,DOG,,MALE,TAN,1,2009-03-13 0:00,40241,NO,HEAD,2010-04-02 0:00,RELEASED,,,UNKNOWN
2010-04-01,DOG,,MALE,WHITE,3,2007-05-23 0:00,40211,NO,HEAD,2010-04-02 0:00,RELEASED,,,UNKNOWN
2010-04-01,CAT,,MALE,GREY-WHT,1,2010-04-17 0:00,40223,NO,BODY,2010-04-02 0:00,RELEASED,,,UNKNOWN
2010-04-01,DOG,,FEMALE,BLK-WHT,3,2009-12-31 0:00,40245,NO,BODY,2010-04-02 0:00,RELEASED,,,UNKNOWN
2010-04-01,CAT,,MALE,GRAY,1,2009-06-09 0:00,40207,NO,BODY,2010-04-02 0:00,RELEASED,,,UNKNOWN
2010-04-01,CAT,,UNKNOWN,BROWN-WHT,,,40210,NO,BODY,2010-04-01 0:00,UNKNOWN,,,UNKNOWN
2010-04-01,DOG,,UNKNOWN,BLACK-BRN,3,2009-04-27 0:00,40222,NO,BODY,2010-04-05 0:00,RELEASED,,,UNKNOWN
2010-04-01,DOG,,UNKNOWN,BROWN-BLK,,,40291,YES,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-01,DOG,,UNKNOWN,BLACK,,2009-11-09 0:00,40216,NO,BODY,2010-04-01 0:00,UNKNOWN,,,UNKNOWN
2010-04-02,RACCOON,,UNKNOWN,,,,40118,YES,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-02,DOG,,FEMALE,BROWN-WHT,,,40218,YES,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-02,DOG,,MALE,BLACK-WHT,1,2010-01-18 0:00,40205,YES,BODY,2010-04-05 0:00,RELEASED,,,UNKNOWN
2010-04-02,CAT,,UNKNOWN,ORANGE-WHT,,,40291,YES,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-02,DOG,,MALE,TAN-BLK,3,2010-04-10 0:00,40118,NO,BODY,2010-04-12 0:00,RELEASED,,,UNKNOWN
2010-04-02,DOG,,UNKNOWN,BLK-WHT,,,40212,YES,BODY,2010-04-16 0:00,UNKNOWN,,,UNKNOWN
2010-04-03,DOG,,UNKNOWN,BROWN0-WHT,,,40215,NO,HEAD,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-03,DOG,,UNKNOWN,TAN-WHT,,,40215,YES,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-03,CAT,,FEMALE,TRI,1,2010-04-17 0:00,40241,NO,BODY,2010-04-05 0:00,RELEASED,,,UNKNOWN
2010-04-03,DOG,,UNKNOWN,BROWN-WHT,,2009-10-27 0:00,40213,NO,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-04,DOG,,FEMALE,BLACK,1,2010-04-05 0:00,40219,NO,BODY,2010-04-05 0:00,RELEASED,,,UNKNOWN
2010-04-04,CAT,,UNKNOWN,,,,40241,NO,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-04,DOG,,MALE,GRAY-TAN,1,2009-07-02 0:00,40059,NO,BODY,2010-04-05 0:00,RELEASED,,,UNKNOWN
2010-04-04,DOG,,UNKNOWN,TAN,,,40204,NO,BODY,2010-04-06 0:00,RELEASED,,,UNKNOWN
2010-04-05,DOG,,UNKNOWN,BROWN-WHT,,,40217,NO,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-05,DOG,,UNKNOWN,BROWN,,,40216,NO,HEAD,2010-04-12 0:00,RELEASED,,,UNKNOWN
2010-04-05,DOG,,MALE,BLACK-TAN,3,2010-02-15 0:00,40218,NO,BODY,2010-04-06 0:00,RELEASED,,,UNKNOWN
2010-04-05,DOG,,MALE,,1,2009-05-28 0:00,40223,NO,BODY,2010-04-08 0:00,RELEASED,,,UNKNOWN
2010-04-05,DOG,,UNKNOWN,BROWN-TAN,,,48162,NO,BODY,2010-04-05 0:00,UNKNOWN,,,UNKNOWN
2010-04-06,DOG,,UNKNOWN,BLACK-GRAY,1,2009-06-10 0:00,40229,NO,BODY,2010-04-06 0:00,RELEASED,,,UNKNOWN
2010-04-06,DOG,,MALE,WHITE-BLK,,,40214,YES,BODY,2010-04-06 0:00,UNKNOWN,,,UNKNOWN
2010-04-06,DOG,,MALE,BLACK,1,2010-01-01 0:00,47129,NO,HEAD,2010-04-08 0:00,RELEASED,,,UNKNOWN
2010-04-06,DOG,,FEMALE,RED,3,2010-04-01 0:00,40203,NO,HEAD,2010-04-09 0:00,RELEASED,,,UNKNOWN
2010-04-06,DOG,,UNKNOWN,BLACK,,,40229,NO,BODY,2010-04-12 0:00,RELEASED,,,UNKNOWN
2010-04-06,DOG,,UNKNOWN,BLUE MERLE,1,2010-01-25 0:00,40205,NO,BODY,2010-04-12 0:00,RELEASED,,,UNKNOWN
2010-04-07,DOG,,MALE,YELLOWISH,1,2009-06-11 0:00,40223,NO,BODY,2010-04-08 0:00,RELEASED,,,UNKNOWN
2010-04-07,DOG,,UNKNOWN,BROWN,,,40272,NO,HEAD,2010-04-09 0:00,UNKNOWN,,,UNKNOWN
2010-04-07,DOG,,MALE,BLK-WHT,1,2009-12-10 0:00,40241,NO,BODY,2010-04-08 0:00,RELEASED,,,UNKNOWN
2010-04-09,DOG,,FEMALE,CHESTNUT,,,40299,YES,HEAD,2010-04-12 0:00,UNKNOWN,,,UNKNOWN
2010-04-09,DOG,,FEMALE,BL-BRINDLE,,,40299,NO,HEAD,2010-04-12 0:00,UNKNOWN,,,UNKNOWN
2010-04-09,DOG,,MALE,GRAY,1,2010-12-16 0:00,40215,NO,HEAD,2010-04-13 0:00,RELEASED,,,UNKNOWN
2010-04-09,DOG,,MALE,BLACK,2,2008-12-30 0:00,40243,NO,BODY,2010-04-09 0:00,UNKNOWN,,,UNKNOWN
2010-04-09,DOG,,FEMALE,BLACK-WHT,1,2010-04-27 0:00,40228,NO,BODY,2010-04-12 0:00,RELEASED,,,UNKNOWN
2010-04-09,DOG,,FEMALE,BLK-WHT,1,2010-04-22 0:00,40229,NO,BODY,2010-04-12 0:00,RELEASED,,,UNKNOWN
2010-04-09,DOG,,MALE,BROWN-WHT,1,2009-06-02 0:00,40165,NO,BODY,2010-04-16 0:00,RELEASED,,,UNKNOWN
2010-04-10,CAT,,UNKNOWN,GRAY,,,40299,YES,HEAD,2010-04-12 0:00,UNKNOWN,,,UNKNOWN
2010-04-10,DOG,,FEMALE,BROWN-WHT,,,40218,YES,BODY,2010-04-12 0:00,UNKNOWN,,,UNKNOWN
2010-04-11,DOG,,UNKNOWN,RED,,,40217,YES,BODY,2010-04-12 0:00,UNKNOWN,,,UNKNOWN
2010-04-11,CAT,,UNKNOWN,,,,40214,NO,BODY,2010-04-12 0:00,UNKNOWN,,,UNKNOWN
2010-04-12,DOG,,FEMALE,WHT-BLK,2,2009-08-28 0:00,40204,NO,BODY,2010-04-15 0:00,RELEASED,,,UNKNOWN
2010-04-14,DOG,,UNKNOWN,,,,40207,NO,BODY,2010-04-14 0:00,UNKNOWN,,,UNKNOWN
2010-04-14,DOG,,MALE,BROWN,1,2010-04-12 0:00,40207,NO,BODY,2010-04-15 0:00,RELEASED,,,UNKNOWN
2010-04-14,DOG,,FEMALE,MULTI,3,2010-03-22 0:00,40218,NO,BODY,2010-04-15 0:00,RELEASED,,,UNKNOWN
2010-04-15,DOG,,FEMALE,FAWN-WHT,1,2010-04-17 0:00,40219,NO,BODY,2010-04-16 0:00,RELEASED,,,UNKNOWN
2010-04-16,DOG,,FEMALE,SABLE,3,2010-04-07 0:00,40218,NO,BODY,2010-04-19 0:00,RELEASED,,,UNKNOWN
2010-04-17,DOG,,UNKNOWN,TAN,,,40210,YES,HEAD,2010-04-19 0:00,UNKNOWN,,,UNKNOWN
2010-04-17,DOG,,MALE,RED-BRN-BK,1,2010-02-11 0:00,40299,NO,HEAD,2010-04-19 0:00,RELEASED,,,UNKNOWN
2010-04-17,CAT,,MALE,BLK-BRN,1,2010-05-03 0:00,40222,NO,BODY,2010-04-22 0:00,RELEASED,,,UNKNOWN
2010-04-17,CAT,,FEMALE,GREY-WHT,,2010-02-20 0:00,40245,YES,BODY,2010-04-23 0:00,UNKNOWN,,,UNKNOWN
2010-04-18,DOG,,UNKNOWN,BROWN,,2008-02-28 0:00,40023,NO,BODY,2010-04-19 0:00,UNKNOWN,,,UNKNOWN
2010-04-18,DOG,,UNKNOWN,BRN-WHITE,,,40219,YES,BODY,2010-04-19 0:00,UNKNOWN,,,UNKNOWN
2010-04-18,DOG,,FEMALE,WHITE,,,40229,YES,BODY,2010-04-20 0:00,UNKNOWN,,,UNKNOWN
2010-04-18,DOG,,UNKNOWN,TAN-WHT,,2009-10-02 0:00,40219,NO,BODY,2010-04-26 0:00,UNKNOWN,,,UNKNOWN
2010-04-18,DOG,,UNKNOWN,,,,40299,NO,BODY,2010-04-26 0:00,RELEASED,,,UNKNOWN
2010-04-18,DOG,,MALE,BLUE-GRAY-,1,2009-11-08 0:00,40245,NO,HEAD,2010-04-29 0:00,RELEASED,,,UNKNOWN
2010-04-19,DOG,,UNKNOWN,,,,40220,NO,BODY,2010-04-19 0:00,RELEASED,,,UNKNOWN
2010-04-19,DOG,,UNKNOWN,,,,40205,NO,BODY,2010-04-19 0:00,RELEASED,,,UNKNOWN
2010-04-19,DOG,,UNKNOWN,,,,40229,NO,BODY,2010-04-20 0:00,UNKNOWN,,,UNKNOWN
2010-04-19,DOG,,UNKNOWN,BLACK-WHT,,2010-02-19 0:00,40229,NO,BODY,2010-04-26 0:00,UNKNOWN,,,UNKNOWN
2010-04-19,DOG,,MALE,BLK-WHT,,,40219,NO,BODY,2010-04-26 0:00,RELEASED,,,UNKNOWN
2010-04-20,DOG,,MALE,DARK BRN,1,2010-05-06 0:00,40208,NO,HEAD,2010-04-23 0:00,RELEASED,,,UNKNOWN
2010-04-20,CAT,,UNKNOWN,,,,40228,NO,BODY,2010-04-21 0:00,RELEASED,,,UNKNOWN
2010-04-20,DOG,,UNKNOWN,BLK-WHT,,,40216,YES,BODY,2010-04-21 0:00,UNKNOWN,,,UNKNOWN
2010-04-20,DOG,,UNKNOWN,TAN,,,40214,YES,BODY,2010-04-21 0:00,UNKNOWN,,,UNKNOWN
2010-04-20,DOG,,UNKNOWN,,,,40208,NO,BODY,2010-04-21 0:00,UNKNOWN,,,UNKNOWN
2010-04-20,DOG,,UNKNOWN,BRN-BRINDL,1,2010-05-14 0:00,40216,NO,BODY,2010-04-20 0:00,RELEASED,,,UNKNOWN
2010-04-21,DOG,,UNKNOWN,,,,40214,NO,BODY,2010-04-22 0:00,UNKNOWN,2010-04-21 0:00,,UNKNOWN
2010-04-21,DOG,,FEMALE,TRI,,2009-04-10 0:00,40220,NO,HEAD,2010-04-23 0:00,RELEASED,,,UNKNOWN
2010-04-21,DOG,,FEMALE,BROWN,2,2008-10-28 0:00,40215,NO,BODY,2010-04-22 0:00,RELEASED,,,UNKNOWN
2010-04-21,DOG,,FEMALE,BROWN-WHT,1,2009-08-21 0:00,40245,NO,HEAD,2010-04-27 0:00,UNKNOWN,,,UNKNOWN
2010-04-21,DOG,,UNKNOWN,TRI,,,40203,NO,BODY,2010-04-21 0:00,UNKNOWN,,,UNKNOWN
2010-04-22,CAT,,MALE,GRAY-WHT,,,40213,NO,BODY,2010-04-22 0:00,RELEASED,,,UNKNOWN
2010-04-22,DOG,,FEMALE,WHITE,1,2008-09-25 0:00,40220,NO,BODY,2010-04-23 0:00,RELEASED,,,UNKNOWN
2010-04-22,CAT,,MALE,GRAY,1,2010-04-04 0:00,40023,YES,BODY,2010-04-23 0:00,RELEASED,,,UNKNOWN
2010-04-23,DOG,,MALE,BLK-WHT,1,2010-04-11 0:00,40245,NO,BODY,2010-04-23 0:00,RELEASED,,,UNKNOWN
2010-04-23,DOG,,MALE,BROWN-BLK,1,2010-05-13 0:00,40118,NO,BODY,2010-04-26 0:00,RELEASED,,,UNKNOWN
2010-04-23,DOG,,UNKNOWN,BLK-WHT,,2009-08-27 0:00,40211,NO,BODY,2010-04-23 0:00,UNKNOWN,,,UNKNOWN
2010-04-24,DOG,,FEMALE,BROWN,1,2010-04-02 0:00,40218,NO,BODY,2010-04-26 0:00,RELEASED,,,UNKNOWN
2010-04-26,DOG,,UNKNOWN,BL-BRINDLE,,2010-01-31 0:00,40241,NO,BODY,,UNKNOWN,2010-04-26 0:00,,UNKNOWN
2010-04-26,DOG,,UNKNOWN,,,,40241,YES,BODY,2010-04-27 0:00,UNKNOWN,,,UNKNOWN
2010-04-26,DOG,,UNKNOWN,BROWN-RED,,,40272,NO,BODY,2010-04-29 0:00,UNKNOWN,,,UNKNOWN
2010-04-27,DOG,,MALE,BROWN,1,2010-01-01 0:00,40208,NO,HEAD,2010-04-29 0:00,RELEASED,,,UNKNOWN
2010-04-28,DOG,,FEMALE,TRI,,,40014,NO,BODY,2010-04-29 0:00,RELEASED,,,UNKNOWN
2010-04-28,CAT,,UNKNOWN,BLONDE,1,2010-03-02 0:00,40291,NO,BODY,2010-04-29 0:00,RELEASED,,,UNKNOWN
2010-04-28,DOG,,UNKNOWN,,,,40216,NO,BODY,2010-04-29 0:00,UNKNOWN,,,UNKNOWN
2010-04-28,DOG,,MALE,BLACK-WHT,1,2010-05-14 0:00,47119-9567,NO,BODY,2010-04-29 0:00,RELEASED,,,UNKNOWN
2010-04-28,DOG,,MALE,TAN-WHT,1,2010-05-26 0:00,40214,NO,BODY,2010-04-28 0:00,RELEASED,,,UNKNOWN
2010-04-28,DOG,,UNKNOWN,RED-WHT,,2008-12-11 0:00,40228,NO,BODY,2010-05-06 0:00,UNKNOWN,,,UNKNOWN
2010-04-29,DOG,,FEMALE,YELLOW,1,2009-07-22 0:00,47135,NO,HEAD,2010-05-03 0:00,RELEASED,,,UNKNOWN
2010-04-29,DOG,,UNKNOWN,,,,40216,NO,BODY,2010-04-30 0:00,RELEASED,,,UNKNOWN
2010-04-30,DOG,,MALE,RED,1,2010-05-11 0:00,40272,NO,BODY,2010-05-06 0:00,RELEASED,,,UNKNOWN
2010-04-30,DOG,,UNKNOWN,,,,40215,NO,BODY,2010-04-30 0:00,UNKNOWN,,,UNKNOWN
2010-05-01,DOG,,MALE,TAN,,,40059,NO,HEAD,2010-05-03 0:00,UNKNOWN,,,UNKNOWN
2010-05-01,DOG,,MALE,WHT-BLK,3,2007-06-26 0:00,40215,NO,BODY,2010-05-03 0:00,RELEASED,,,UNKNOWN
2010-05-01,DOG,,UNKNOWN,BLK,,,40212,NO,BODY,2010-05-03 0:00,UNKNOWN,,,UNKNOWN
2010-05-01,DOG,,MALE,BRN-WHT,1,2009-10-08 0:00,40207,NO,HEAD,2010-05-05 0:00,RELEASED,,,UNKNOWN
2010-05-01,DOG,,UNKNOWN,,,,40217,YES,BODY,2010-05-05 0:00,UNKNOWN,,,UNKNOWN
2010-05-01,DOG,,MALE,GOLDEN-BRN,,,40205,NO,HEAD,2010-05-06 0:00,RELEASED,,,UNKNOWN
2010-05-02,DOG,,FEMALE,BLK,1,2009-12-11 0:00,40210,NO,BODY,2010-05-03 0:00,RELEASED,,,UNKNOWN
2010-05-03,DOG,,UNKNOWN,,,,40219,NO,BODY,2010-05-03 0:00,UNKNOWN,,,UNKNOWN
2010-05-03,DOG,,UNKNOWN,TRI,,2008-09-26 0:00,40229,NO,HEAD,2010-05-05 0:00,UNKNOWN,,,UNKNOWN
2010-05-03,DOG,,MALE,BLUE,1,2010-05-10 0:00,40218,NO,BODY,2010-05-03 0:00,RELEASED,,,UNKNOWN
2010-05-03,DOG,,UNKNOWN,BLK,,,40219,YES,BODY,2010-05-17 0:00,UNKNOWN,,,UNKNOWN
2010-05-04,DOG,,MALE,BL BRINDLE,,,40212,NO,BODY,,UNKNOWN,2010-05-04 0:00,,UNKNOWN
2010-05-04,DOG,,FEMALE,BLACK-WHT,,,40219,NO,BODY,2010-05-05 0:00,RELEASED,,,UNKNOWN
2010-05-04,DOG,,MALE,WHT,1,2010-01-05 0:00,40241,NO,BODY,2010-05-05 0:00,RELEASED,,,UNKNOWN
2010-05-04,DOG,,UNKNOWN,BRN,,2009-10-10 0:00,40206,NO,BODY,2010-05-04 0:00,UNKNOWN,,,UNKNOWN
2010-05-04,DOG,,MALE,BRN-BLK,1,2010-04-08 0:00,40241,NO,BODY,2010-05-14 0:00,RELEASED,,,UNKNOWN
2010-05-05,DOG,,FEMALE,BLK-GRAY,,,40272,NO,BODY,2010-05-05 0:00,RELEASED,,,UNKNOWN
2010-05-05,DOG,,MALE,BLK-WHITE,1,2010-05-18 0:00,40214,NO,BODY,2010-05-12 0:00,RELEASED,,,UNKNOWN
2010-05-06,DOG,,UNKNOWN,,,,40203,NO,BODY,2010-05-07 0:00,RELEASED,,,UNKNOWN
2010-05-06,DOG,,FEMALE,RED-BROWN,1,2009-10-15 0:00,40241,NO,BODY,2010-05-07 0:00,RELEASED,,,UNKNOWN
2010-05-06,DOG,,UNKNOWN,,,,40272,YES,BODY,2010-05-11 0:00,UNKNOWN,,,UNKNOWN
2010-05-07,DOG,,MALE,BLK-TAN,3,2009-07-08 0:00,40299,NO,HEAD,2010-05-10 0:00,UNKNOWN,,,UNKNOWN
2010-05-07,DOG,,UNKNOWN,YELLOW,,2010-05-06 0:00,40272,NO,BODY,2010-05-07 0:00,UNKNOWN,,,UNKNOWN
2010-05-07,CAT,,UNKNOWN,TORTIE,,2010-04-24 0:00,40222,NO,BODY,2010-05-07 0:00,UNKNOWN,,,UNKNOWN
2010-05-07,DOG,,MALE,BLK-WHT,,,40204,NO,BODY,2010-05-10 0:00,RELEASED,,,UNKNOWN
2010-05-07,DOG,,UNKNOWN,,,,40223,YES,BODY,2010-05-11 0:00,UNKNOWN,,,UNKNOWN
2010-05-09,DOG,,UNKNOWN,BLUE-WHT,,2009-06-02 0:00,40211,NO,BODY,2010-05-09 0:00,UNKNOWN,2010-05-10 0:00,,UNKNOWN
2010-05-09,DOG,,UNKNOWN,,,,40203,YES,HEAD,2010-05-10 0:00,UNKNOWN,,,UNKNOWN
2010-05-09,CAT,,MALE,BLK-WHT,,,40241,NO,BODY,2010-05-10 0:00,RELEASED,,,UNKNOWN
2010-05-09,DOG,,MALE,BRN-WHT,,,40219,NO,BODY,2010-05-10 0:00,RELEASED,,,UNKNOWN
2010-05-09,DOG,,UNKNOWN,,,,40208,YES,BODY,2010-05-11 0:00,UNKNOWN,,,UNKNOWN
2010-05-10,DOG,,MALE,CHO.WHT.,1,2009-12-18 0:00,40291,NO,BODY,2010-05-10 0:00,RELEASED,,,UNKNOWN
