set_num,matte,transparent
1649-1,14.0,3.0
1649-2,14.0,3.0
1650-1,207.0,13.0
165-1,267.0,0.0
1651-1,30.0,0.0
1651-2,296.0,9.0
1652-1,40.0,4.0
1655-1,172.0,3.0
1656-1,211.0,33.0
1656-2,169.0,2.0
1658-1,199.0,2.0
1660-1,160.0,4.0
166-1,51.0,0.0
1661-2,415.0,5.0
1662-1,617.0,16.0
1663-1,449.0,2.0
1665-1,106.0,2.0
1666-1,140.0,0.0
1668-1,30.0,0.0
1670-1,28.0,0.0
167-1,99.0,1.0
1675-1,0.0,0.0
1676-1,22.0,0.0
1677-1,25.0,0.0
1678-1,43.0,6.0
1679-1,37.0,6.0
1680-1,67.0,0.0
1682-1,399.0,24.0
1687-1,252.0,19.0
1688-1,216.0,0.0
1690-1,26.0,1.0
1693-1,26.0,0.0
1694-1,22.0,1.0
1695-1,20.0,4.0
1696-1,17.0,0.0
1698-1,26.0,0.0
1699-1,183.0,0.0
1-7,107.0,0.0
170-1,87.0,0.0
1701-1,26.0,0.0
1702-1,50.0,11.0
1703-1,181.0,0.0
1704-1,42.0,5.0
1705-1,327.0,0.0
1708-1,656.0,13.0
1710-1,21.0,3.0
171-1,146.0,0.0
1711-1,17.0,2.0
1712-1,24.0,0.0
1713-1,23.0,0.0
1714-1,19.0,6.0
1715-1,400.0,0.0
1715-2,400.0,0.0
1716-1,201.0,0.0
1719-1,199.0,0.0
1720-1,0.0,0.0
1721-1,0.0,0.0
1722-1,0.0,0.0
1723-1,0.0,0.0
1724-1,9.0,0.0
1725-1,11.0,0.0
1726-1,7.0,0.0
1727-1,10.0,0.0
1728-1,88.0,9.0
1729-1,0.0,0.0
1730-1,21.0,3.0
1731-1,17.0,2.0
1732-1,23.0,0.0
1733-1,24.0,0.0
1736-1,16.0,2.0
1737-1,165.0,30.0
1740-1,15.0,1.0
1741-1,34.0,2.0
1742-1,69.0,12.0
1743-1,400.0,0.0
1745-1,404.0,0.0
1746-1,16.0,2.0
1747-1,26.0,0.0
1749-1,16.0,0.0
1750-1,32.0,0.0
1752-1,21.0,0.0
1756-1,8.0,0.0
1758-1,7.0,0.0
1760-1,21.0,0.0
1761-1,23.0,0.0
1762-1,21.0,0.0
1766-1,109.0,0.0
1767-1,6.0,0.0
1768-1,9.0,0.0
1769-1,22.0,1.0
1772-1,72.0,8.0
1773-1,96.0,13.0
1774-1,122.0,17.0
1775-1,141.0,21.0
1776-1,950.0,0.0
1777-1,9.0,1.0
1778-1,6.0,5.0
1779-1,9.0,1.0
1782-1,313.0,21.0
1785-1,140.0,6.0
1786-1,162.0,29.0
1787-1,149.0,34.0
1788-1,163.0,5.0
1789-1,230.0,62.0
1790-1,20.0,0.0
1791-1,65.0,6.0
1792-1,54.0,11.0
1793-1,308.0,43.0
1794-1,36.0,0.0
1795-1,38.0,0.0
1796-1,652.0,5.0
1798-1,3.0,0.0
1-8,67.0,0.0
180-1,220.0,0.0
1802-1,26.0,0.0
1804-1,21.0,0.0
1806-1,16.0,0.0
1807-1,17.0,0.0
1808-1,116.0,5.0
1809-1,26.0,3.0
181-1,143.0,0.0
1815-1,41.0,0.0
1817-1,129.0,10.0
1818-1,181.0,23.0
1819-1,950.0,0.0
182-1,349.0,19.0
1821-1,171.0,24.0
1822-1,178.0,16.0
1823-1,9.0,2.0
1824-1,17.0,0.0
1825-1,18.0,1.0
1826-1,22.0,0.0
1827-1,19.0,1.0
1828-1,7.0,0.0
183-1,186.0,0.0
1831-1,190.0,17.0
1831-2,190.0,17.0
1836-1,9.0,0.0
1837-1,11.0,0.0
1838-1,20.0,0.0
1839-1,22.0,0.0
1840-1,24.0,0.0
1841-1,15.0,0.0
1843-1,0.0,0.0
1843-2,47.0,13.0
1843-3,46.0,0.0
1845-1,701.0,20.0
1846-1,25.0,0.0
1847-1,33.0,0.0
1850-1,27.0,0.0
1853-1,146.0,16.0
1854-1,147.0,11.0
1857-1,950.0,0.0
1858-1,17.0,10.0
1859-1,8.0,1.0
1860-1,32.0,0.0
1863-1,11.0,0.0
1865-1,25.0,3.0
1867-1,400.0,0.0
1868-1,220.0,0.0
1869-1,80.0,0.0
1870-1,44.0,0.0
18703535-1,23.0,2.0
1871-1,17.0,0.0
1872-1,27.0,1.0
1873-1,49.0,0.0
1874-1,141.0,0.0
1875-1,28.0,4.0
1876-1,61.0,12.0
1877-1,62.0,0.0
1878-1,399.0,9.0
1879-1,433.0,10.0
1880-1,557.0,22.0
1881-1,288.0,0.0
1882-1,451.0,0.0
1884-1,193.0,0.0
1885-1,465.0,0.0
1887-1,24.0,6.0
1888-1,49.0,0.0
1889-1,37.0,0.0
1890-1,46.0,1.0
1891-1,0.0,0.0
1895-1,79.0,10.0
1896-1,260.0,36.0
1898-1,26.0,1.0
1899-1,23.0,1.0
190-1,506.0,36.0
1901-2,35.0,1.0
1905-1,35.0,1.0
1906-1,186.0,10.0
1910-1,86.0,2.0
1911-1,34.0,0.0
1912-1,18.0,2.0
1913-1,27.0,0.0
1914-1,19.0,1.0
1915-1,20.0,0.0
1916-1,23.0,2.0
1917-1,22.0,0.0
19-2,6.0,0.0
1920-1,117.0,2.0
192-1,86.0,0.0
1922-2,58.0,2.0
1923-1,181.0,3.0
1924-1,103.0,0.0
1924-2,227.0,5.0
1929-1,13.0,0.0
1932-1,78.0,4.0
194-1,94.0,0.0
1944-1,139.0,5.0
195-1,87.0,2.0
1952-1,123.0,5.0
1953-1,14.0,0.0
1954-1,19.0,4.0
1954-2,138.0,5.0
1955-1,242.0,8.0
1958-1,18.0,3.0
1959-1,29.0,2.0
1960-2,103.0,1.0
196-1,112.0,3.0
1962-1,216.0,5.0
1963-1,218.0,5.0
1964-1,27.0,0.0
1965-1,36.0,2.0
1966-1,278.0,24.0
1967-1,0.0,0.0
1967-2,0.0,0.0
1968-1,156.0,27.0
1969-1,35.0,3.0
1969-2,0.0,0.0
1970-1,31.0,0.0
197-1,118.0,2.0
1971-1,36.0,0.0
1972-1,98.0,0.0
1973-1,122.0,17.0
1974-1,0.0,0.0
1974-2,67.0,7.0
1974-3,54.0,0.0
1974-4,30.0,7.0
1976-1,0.0,0.0
1977-1,0.0,0.0
1978-1,39.0,0.0
1978-2,0.0,0.0
1979-1,42.0,0.0
1979-2,0.0,0.0
1980-1,30.0,0.0
198-1,39.0,0.0
1983-1,0.0,0.0
1990-1,34.0,1.0
199-1,41.0,0.0
1991-1,77.0,4.0
1992-1,90.0,18.0
1993-1,0.0,0.0
1994-1,192.0,0.0
1995-1,15.0,0.0
1997-1,0.0,0.0
1998-1,341.0,35.0
1999-1,0.0,0.0
20001-1,102.0,3.0
20002-1,44.0,16.0
20003-1,103.0,3.0
2000409-1,4700.0,500.0
20004-1,78.0,7.0
2000413-1,2030.0,15.0
2000414-1,217.0,22.0
2000415-1,1288.0,248.0
2000416-1,6.0,0.0
2000421-1,235.0,0.0
2000422-1,268.0,0.0
2000423-1,437.0,0.0
2000424-1,93.0,3.0
2000430-1,2484.0,360.0
2000431-1,2433.0,15.0
2000445-1,14.0,0.0
2000446-1,215.0,28.0
20005-1,38.0,1.0
20006-1,67.0,0.0
20007-1,80.0,7.0
20008-1,74.0,10.0
20009-1,94.0,4.0
200-1,78.0,0.0
20010-1,89.0,10.0
20011-1,70.0,6.0
20012-1,31.0,2.0
20013-1,58.0,11.0
20014-1,70.0,6.0
20015-1,93.0,0.0
20016-1,67.0,5.0
20017-1,55.0,0.0
20018-1,88.0,0.0
20019-1,76.0,6.0
200-2,0.0,0.0
20020-1,87.0,2.0
20021-1,77.0,8.0
200-3,1.0,0.0
200-4,1.0,0.0
200-5,1.0,0.0
2008-1,92.0,0.0
2009-2,92.0,0.0
200A-1,1.0,0.0
200M-1,1.0,0.0
20-1,213.0,4.0
2010-1,142.0,1.0
2011-2,93.0,0.0
20200-1,185.0,1.0
20201-1,177.0,55.0
20202-1,156.0,8.0
20203-1,140.0,6.0
20204-1,237.0,5.0
20205-1,191.0,5.0
20206-1,230.0,7.0
20207-1,224.0,4.0
20208-1,160.0,31.0
20214-1,0.0,0.0
20215-1,698.0,10.0
20216-1,0.0,0.0
20217-1,0.0,0.0
2025-1,12.0,0.0
2027-1,0.0,0.0
2032-1,18.0,0.0
2045-1,17.0,0.0
2047-1,13.0,0.0
205-2,120.0,0.0
2063-1,30.0,2.0
2064-1,106.0,10.0
2065-1,28.0,2.0
2067-1,31.0,0.0
2068-1,29.0,2.0
2069-1,15.0,0.0
2070-1,3.0,0.0
2075-1,14.0,0.0
208-1,46.0,0.0
2-1,4.0,0.0
2-10,59.0,4.0
21000-1,70.0,0.0
21000-2,70.0,0.0
21001-1,71.0,0.0
21002-1,79.0,0.0
21003-1,60.0,0.0
21004-1,210.0,0.0
21005-1,720.0,96.0
21006-1,566.0,1.0
21007-1,243.0,0.0
21008-1,210.0,0.0
21009-1,527.0,26.0
210-1,39.0,0.0
21010-1,2027.0,256.0
21011-1,368.0,0.0
21012-1,242.0,33.0
21013-1,352.0,0.0
21014-1,574.0,94.0
21015-1,350.0,0.0
21016-1,328.0,0.0
21017-1,1023.0,181.0
21018-1,421.0,185.0
21019-1,324.0,0.0
210-2,30.0,0.0
21020-1,512.0,219.0
21021-1,439.0,170.0
21022-1,260.0,19.0
21023-1,425.0,55.0
21024-1,510.0,185.0
21026-1,212.0,7.0
21027-1,291.0,9.0
21028-1,555.0,55.0
21029-1,711.0,89.0
21030-1,1055.0,0.0
21031-1,333.0,0.0
21032-1,322.0,39.0
21033-1,356.0,88.0
21034-1,414.0,70.0
21035-1,703.0,41.0
21050-1,1064.0,146.0
2-11,131.0,0.0
21100-1,402.0,21.0
21101-1,370.0,4.0
21102-1,474.0,25.0
21103-1,408.0,12.0
21104-1,309.0,2.0
21105-1,480.0,10.0
21106-1,457.0,30.0
21107-1,446.0,10.0
21108-1,483.0,48.0
21109-1,312.0,24.0
211-1,44.0,0.0
21110-1,175.0,13.0
2111-1,19.0,0.0
21113-1,238.0,11.0
21114-1,245.0,17.0
21115-1,361.0,47.0
21116-1,438.0,80.0
21117-1,607.0,40.0
21118-1,895.0,43.0
21119-1,226.0,11.0
211-2,19.0,0.0
21120-1,307.0,32.0
2112-1,18.0,0.0
21121-1,498.0,21.0
21122-1,526.0,45.0
21123-1,205.0,11.0
21124-1,533.0,26.0
21125-1,654.0,53.0
21126-1,305.0,19.0
21127-1,938.0,45.0
21128-1,1540.0,57.0
21129-1,244.0,3.0
21130-1,377.0,10.0
2113-1,19.0,0.0
21131-1,437.0,17.0
21132-1,582.0,16.0
21133-1,467.0,35.0
21134-1,664.0,65.0
2114-1,20.0,0.0
2115-1,25.0,0.0
2116-1,22.0,0.0
21-2,33.0,0.0
21200-1,145.0,0.0
21201-1,145.0,0.0
21204-1,256.0,0.0
21205-1,212.0,0.0
21206-1,219.0,4.0
21208-1,262.0,0.0
212-1,21.0,0.0
2121-1,11.0,0.0
212-2,41.0,0.0
2122-1,14.0,0.0
2123-1,12.0,0.0
2125-1,69.0,0.0
2126-1,366.0,19.0
2127-1,13.0,0.0
2129-1,63.0,0.0
2130-1,7.0,0.0
21301-1,605.0,1.0
21302-1,530.0,11.0
21303-1,691.0,4.0
21303-2,690.0,4.0
21304-1,570.0,81.0
21305-1,776.0,0.0
21306-1,557.0,25.0
21307-1,794.0,17.0
21308-1,490.0,6.0
21309-1,1975.0,18.0
213-1,43.0,1.0
2131-1,10.0,0.0
213-2,21.0,0.0
2132-1,10.0,0.0
2133-1,12.0,0.0
2134-1,10.0,0.0
2135-1,8.0,1.0
2136-1,9.0,3.0
2137-1,7.0,1.0
2138-1,7.0,1.0
2139-1,12.0,0.0
2140-1,225.0,34.0
214-1,63.0,1.0
214.10-1,26.0,0.0
214.1-1,12.0,0.0
2141-1,29.0,1.0
214-2,10.0,0.0
214.2-1,16.0,0.0
2142-1,29.0,0.0
214-3,10.0,0.0
214.3-1,16.0,0.0
2143-1,29.0,1.0
214.4-1,18.0,0.0
2144-1,28.0,1.0
214.5-1,24.0,0.0
2145-1,30.0,1.0
214.6-1,30.0,0.0
2146-1,821.0,1.0
214.7-1,38.0,0.0
2147-1,172.0,15.0
214.8-1,38.0,0.0
2148-1,102.0,6.0
2148-2,101.0,5.0
214.9-1,40.0,0.0
2149-1,175.0,12.0
2150-1,609.0,13.0
215-1,81.0,0.0
2151-1,117.0,22.0
215-2,30.0,0.0
2152-1,203.0,22.0
2153-1,255.0,24.0
2154-1,311.0,52.0
2155-1,17.0,1.0
2156-1,16.0,1.0
2157-1,15.0,1.0
2158-1,9.0,1.0
2159-1,24.0,0.0
2160-1,99.0,15.0
216-1,25.0,0.0
2161-1,119.0,16.0
2162-1,256.0,31.0
2163-1,9.0,0.0
2164-1,9.0,0.0
2165-1,10.0,0.0
2166-1,10.0,0.0
2167-1,8.0,0.0
2170-1,21.0,0.0
217-1,199.0,11.0
2171-1,22.0,0.0
217-2,30.0,0.0
2172-1,21.0,0.0
2173-1,26.0,0.0
2174-1,31.0,1.0
2175-1,26.0,1.0
218-1,271.0,6.0
2181-1,4.0,0.0
218-2,65.0,13.0
2182-1,29.0,1.0
2183-1,28.0,1.0
2186-1,79.0,0.0
2187-1,65.0,1.0
2188-1,58.0,1.0
219-1,75.0,15.0
2191-1,27.0,1.0
2192-1,60.0,1.0
2193-1,61.0,2.0
2194-1,56.0,2.0
2199-1,466.0,0.0
220-1,100.0,20.0
22-1,37.0,10.0
221-1,0.0,0.0
221-2,130.0,26.0
222-1,0.0,0.0
222-2,200.0,40.0
2229-1,200.0,1.0
2230-1,99.0,7.0
2231-1,50.0,2.0
223-2,120.0,40.0
2232-1,52.0,0.0
2233-1,49.0,5.0
2234-1,146.0,18.0
2235-1,126.0,1.0
2236-1,104.0,0.0
224-1,11.0,3.0
224-3,100.0,20.0
2250-1,222.0,18.0
2250-10,7.0,0.0
2250-11,8.0,1.0
2250-12,10.0,0.0
2250-13,7.0,0.0
2250-14,8.0,1.0
2250-15,10.0,0.0
2250-16,10.0,0.0
2250-17,9.0,1.0
2250-18,11.0,0.0
2250-19,9.0,1.0
2250-2,9.0,5.0
2250-20,7.0,0.0
2250-21,8.0,1.0
2250-22,9.0,0.0
2250-23,8.0,2.0
2250-24,7.0,1.0
2250-25,12.0,0.0
2250-3,11.0,0.0
2250-4,12.0,0.0
2250-5,10.0,0.0
2250-6,10.0,0.0
2250-7,9.0,1.0
2250-8,13.0,0.0
2250-9,8.0,2.0
225-1,45.0,9.0
2254-1,172.0,2.0
2255-1,19.0,1.0
2256-1,21.0,2.0
2257-1,63.0,0.0
2258-1,76.0,0.0
2259-1,161.0,3.0
2260-1,149.0,16.0
226-1,8.0,0.0
226-2,0.0,0.0
2263-1,304.0,6.0
227-1,5.0,0.0
228-1,5.0,0.0
2282-1,175.0,2.0
2283-1,337.0,0.0
229-1,4.0,0.0
229.1-1,8.0,0.0
230-1,223.0,6.0
230-2,6.0,0.0
2304-1,1.0,0.0
23-1,58.0,6.0
231-1,401.0,9.0
231-2,2.0,0.0
2312-1,39.0,0.0
232-1,467.0,9.0
232-2,21.0,0.0
233-1,4.0,0.0
234-1,50.0,0.0
235-1,3.0,0.0
235-2,3.0,2.0
236-1,69.0,0.0
236-2,66.0,3.0
236-3,59.0,0.0
237-1,50.0,0.0
238-1,0.0,0.0
238-2,0.0,0.0
238-3,0.0,0.0
238-4,0.0,0.0
238-5,0.0,0.0
238-6,0.0,0.0
238-7,0.0,0.0
238-8,0.0,0.0
238-9,0.0,0.0
239-1,0.0,0.0
239-2,0.0,0.0
240-1,0.0,0.0
240-2,0.0,0.0
24-1,77.0,0.0
241-1,0.0,0.0
241601-1,10.0,2.0
241602-1,24.0,2.0
242-1,5.0,0.0
242.1-1,6.0,0.0
242-2,5.0,0.0
242.2-1,6.0,0.0
242.3-1,6.0,0.0
242A-1,5.0,0.0
242B-1,5.0,0.0
242I-1,5.0,0.0
245-1,2.0,1.0
245-2,39.0,0.0
2453-1,950.0,0.0
246-2,68.0,0.0
248-2,206.0,2.0
2490-1,1.0,0.0
2494-1,400.0,0.0
250-1,1.0,0.0
250-3,87.0,2.0
2504-1,383.0,12.0
2505-1,516.0,15.0
2506-1,520.0,10.0
2507-1,1187.0,21.0
2508-1,183.0,3.0
2509-1,224.0,4.0
251-1,86.0,4.0
2516-1,51.0,0.0
2518-1,177.0,6.0
2519-1,383.0,0.0
2520-1,469.0,5.0
252-1,112.0,3.0
2521-1,616.0,44.0
2531-1,90.0,14.0
253-2,41.0,8.0
2532-1,133.0,10.0
2535-1,30.0,0.0
2536-1,22.0,2.0
2537-1,20.0,0.0
2538-1,18.0,2.0
2539-1,18.0,3.0
2540-1,27.0,0.0
254-1,94.0,0.0
2541-1,26.0,0.0
2542-1,21.0,1.0
2543-1,13.0,7.0
2544-1,29.0,2.0
255-2,118.0,2.0
2554-1,173.0,4.0
2555-1,49.0,8.0
2556-1,586.0,2.0
256-1,86.0,0.0
258-1,472.0,0.0
2584-1,12.0,6.0
2585-1,28.0,0.0
2586-1,25.0,4.0
260-1,0.0,0.0
260-3,176.0,1.0
261-1,177.0,5.0
2613-1,1.0,0.0
261-4,147.0,10.0
2617-1,4.0,0.0
262-2,255.0,4.0
263-1,165.0,8.0
2636-1,2.0,0.0
264-1,235.0,6.0
2649-1,41.0,0.0
265-1,143.0,4.0
266-1,144.0,3.0
268-1,249.0,8.0
269-1,206.0,6.0
2-7,139.0,0.0
270-2,46.0,0.0
2707-1,8.0,1.0
2708-1,9.0,3.0
2709-1,7.0,1.0
2710-1,7.0,1.0
271-1,46.0,2.0
271-2,6.0,0.0
271605-1,10.0,2.0
2718-1,135.0,10.0
2719-1,9.0,0.0
27-2,2.0,0.0
272-1,29.0,2.0
2722-1,12.0,0.0
2728-1,11.0,0.0
2729-1,18.0,0.0
273-1,23.0,0.0
2734-1,6.0,0.0
2735-1,6.0,0.0
274-1,44.0,1.0
2742-1,9.0,0.0
2743-1,21.0,0.0
2744-1,10.0,0.0
275-1,63.0,0.0
2757-1,9.0,0.0
2759-1,14.0,0.0
276-1,95.0,1.0
2769-1,99.0,7.0
277-1,88.0,0.0
2774-1,135.0,12.0
2775-1,7.0,0.0
278-1,108.0,1.0
2-8,109.0,0.0
280-1,14.0,0.0
280-2,14.0,0.0
28-1,2.0,0.0
281-1,21.0,0.0
281-2,21.0,0.0
282-1,22.0,0.0
282-2,22.0,0.0
2824-1,0.0,0.0
2824-10,11.0,2.0
2824-11,6.0,0.0
2824-12,11.0,4.0
2824-13,16.0,0.0
2824-14,12.0,3.0
2824-15,6.0,0.0
2824-16,12.0,1.0
2824-17,9.0,0.0
2824-18,11.0,2.0
2824-19,8.0,0.0
2824-2,14.0,0.0
2824-20,17.0,0.0
2824-21,17.0,2.0
2824-22,17.0,0.0
2824-23,5.0,3.0
2824-24,18.0,8.0
2824-25,19.0,3.0
2824-3,8.0,0.0
2824-4,11.0,0.0
2824-5,16.0,2.0
2824-6,13.0,0.0
2824-7,5.0,0.0
2824-8,12.0,0.0
2824-9,8.0,0.0
283-1,20.0,0.0
283-2,20.0,0.0
2840-1,10.0,0.0
2841-1,9.0,0.0
2842-1,8.0,0.0
2845-1,21.0,0.0
2846-1,19.0,0.0
2847-1,13.0,3.0
2848-1,17.0,2.0
2849-1,20.0,2.0
2850828-1,0.0,0.0
2850829-1,0.0,0.0
2851193-1,0.0,0.0
2852724-1,0.0,0.0
2852725-1,1.0,0.0
2852726-1,0.0,0.0
2853216-1,1.0,0.0
2853300-1,0.0,0.0
2853301-1,0.0,0.0
2853302-1,0.0,0.0
2853303-1,0.0,0.0
2853508-1,6.0,0.0
2853590-1,5.0,0.0
2853835-1,5.0,0.0
2853944-1,4.0,1.0
2854-1,73.0,0.0
2855028-1,8.0,0.0
2855040-1,0.0,0.0
2855057-1,0.0,0.0
2855113-1,241.0,10.0
2855127-1,0.0,0.0
2856079-1,30.0,0.0
2856080-1,0.0,0.0
2856081-1,0.0,0.0
2856089-1,0.0,0.0
2856128-1,0.0,0.0
2856130-1,0.0,0.0
2856134-1,98.0,0.0
2856195-1,1.0,0.0
2856197-1,5.0,0.0
2856203-1,0.0,0.0
2856217-1,0.0,0.0
2856223-1,0.0,0.0
2856224-1,0.0,0.0
2856225-1,0.0,0.0
2856226-1,3.0,0.0
2856227-1,0.0,0.0
2856236-1,0.0,0.0
2856238-1,0.0,0.0
2856453-1,0.0,0.0
2858-1,5.0,0.0
2866-1,28.0,0.0
2870-1,23.0,1.0
2871-1,14.0,5.0
2872-1,14.0,6.0
2873-1,9.0,0.0
2876-1,9.0,0.0
2878-1,16.0,0.0
2878-2,0.0,0.0
2878-3,0.0,0.0
2878-4,0.0,0.0
2879-1,192.0,6.0
2880-1,24.0,6.0
2881-1,16.0,5.0
2882-1,21.0,1.0
2883-1,26.0,2.0
2884-1,20.0,2.0
2885-1,22.0,8.0
2886-1,25.0,0.0
2887-1,15.0,0.0
2889-1,20.0,4.0
2890-1,22.0,0.0
2891-1,16.0,2.0
2892-1,21.0,0.0
290-2,111.0,2.0
29-1,1.0,0.0
291-1,88.0,0.0
2912-1,16.0,1.0
292-1,49.0,2.0
2928-1,132.0,8.0
2928-2,132.0,8.0
293-1,89.0,0.0
2933-1,79.0,0.0
294-1,58.0,0.0
2949-1,22.0,1.0
295-1,80.0,0.0
296-1,163.0,2.0
2962-1,62.0,10.0
2963-1,73.0,10.0
2964-1,39.0,7.0
2965-1,58.0,16.0
297-1,169.0,0.0
2981-1,0.0,0.0
2982-1,9.0,0.0
2995-1,67.0,6.0
2996-1,77.0,4.0
2998-1,186.0,18.0
30000-1,28.0,4.0
3000-1,33.0,0.0
30001-1,35.0,5.0
30002-1,27.0,5.0
30003-1,31.0,1.0
30004-1,25.0,2.0
30005-1,33.0,0.0
30006-1,33.0,0.0
30008-1,50.0,0.0
30009-1,51.0,1.0
300-1,2.0,0.0
30010-1,30.0,3.0
3001-1,33.0,0.0
30011-1,13.0,4.0
30012-1,34.0,6.0
30013-1,25.0,6.0
30014-1,27.0,10.0
30015-1,24.0,0.0
30016-1,23.0,11.0
30017-1,30.0,6.0
30018-1,28.0,9.0
30019-1,36.0,3.0
30020-1,39.0,8.0
30021-1,48.0,3.0
30022-1,21.0,2.0
30023-1,25.0,2.0
30024-1,51.0,7.0
30025-1,61.0,0.0
30026-1,65.0,0.0
30027-1,72.0,0.0
30028-1,52.0,0.0
30029-1,99.0,0.0
30030-1,31.0,0.0
3003-1,32.0,0.0
30031-1,28.0,0.0
30032-1,35.0,0.0
30033-1,39.0,2.0
30034-1,32.0,3.0
30035-1,30.0,0.0
30036-1,26.0,0.0
30040-1,41.0,4.0
30041-1,45.0,4.0
30042-1,37.0,5.0
30050-1,51.0,9.0
3005-1,27.0,1.0
30051-1,60.0,7.0
30052-1,48.0,0.0
30053-1,39.0,5.0
30054-1,48.0,0.0
30055-1,42.0,3.0
30056-1,38.0,4.0
30057-1,39.0,4.0
30058-1,20.0,2.0
30059-1,51.0,0.0
30061-1,37.0,1.0
30062-1,31.0,2.0
30066-1,3.0,0.0
30066-2,3.0,0.0
30066-4,3.0,0.0
30066-5,3.0,0.0
30067-1,5.0,0.0
30067-2,5.0,0.0
30067-3,5.0,0.0
30067-4,5.0,0.0
30068-1,6.0,0.0
30070-1,27.0,7.0
30071-1,34.0,5.0
30072-1,14.0,3.0
30073-1,22.0,0.0
30080-1,26.0,0.0
30081-1,42.0,0.0
30082-1,31.0,3.0
30083-1,33.0,0.0
30084-1,5.0,0.0
30085-1,43.0,2.0
30086-1,41.0,0.0
30087-1,28.0,0.0
30088-1,5.0,0.0
30090-1,32.0,1.0
30091-1,31.0,3.0
30-1,196.0,4.0
30100-1,26.0,8.0
30101-1,29.0,3.0
30102-1,28.0,4.0
30103-1,31.0,1.0
30105-1,46.0,0.0
30106-1,36.0,1.0
30107-1,38.0,5.0
30108-1,33.0,4.0
301-1,2.0,0.0
30110-1,23.0,0.0
30111-1,31.0,5.0
30112-1,44.0,0.0
30113-1,35.0,0.0
30114-1,27.0,5.0
30115-1,33.0,0.0
30116-1,42.0,0.0
30120-1,35.0,0.0
3012-1,18.0,2.0
30121-1,52.0,2.0
30130-1,46.0,4.0
3013-1,19.0,4.0
30131-1,21.0,1.0
30132-1,4.0,0.0
30133-1,4.0,0.0
30140-1,30.0,6.0
3014-1,17.0,2.0
30141-1,16.0,4.0
30150-1,36.0,2.0
3015-1,22.0,1.0
30151-1,30.0,5.0
30152-1,34.0,8.0
30160-1,39.0,2.0
3016-1,24.0,0.0
30161-1,35.0,10.0
30162-1,28.0,6.0
30163-1,27.0,1.0
30164-1,13.0,5.0
30165-1,23.0,3.0
30166-1,40.0,0.0
30167-1,18.0,8.0
30168-1,14.0,2.0
30170-1,58.0,1.0
3017-1,25.0,0.0
30180-1,41.0,8.0
3018-1,26.0,0.0
30181-1,54.0,1.0
30182-1,59.0,3.0
30183-1,42.0,13.0
30184-1,53.0,6.0
30185-1,52.0,0.0
30186-1,40.0,11.0
30187-1,53.0,8.0
30188-1,60.0,0.0
30189-1,46.0,5.0
30190-1,37.0,0.0
3019-1,23.0,0.0
30191-1,41.0,0.0
30192-1,50.0,3.0
30193-1,23.0,3.0
30194-1,30.0,5.0
30195-1,56.0,0.0
30196-1,40.0,12.0
30197-1,60.0,0.0
30-2,24.0,2.0
30200-1,29.0,5.0
3020-1,20.0,0.0
30201-1,36.0,0.0
30202-1,38.0,5.0
30203-1,32.0,0.0
30204-1,41.0,10.0
30205-1,30.0,11.0
302-1,2.0,0.0
30210-1,36.0,3.0
3021-1,14.0,3.0
30211-1,21.0,0.0
30212-1,23.0,5.0
30213-1,32.0,1.0
30215-1,35.0,0.0
30216-1,33.0,0.0
30218-1,6.0,0.0
302-2,2.0,0.0
30220-1,40.0,4.0
3022-1,23.0,1.0
30221-1,32.0,7.0
30222-1,29.0,7.0
30224-1,40.0,4.0
30225-1,34.0,7.0
30226-1,37.0,15.0
30227-1,32.0,4.0
30228-1,37.0,5.0
30229-1,36.0,6.0
30230-1,21.0,9.0
3023-1,23.0,1.0
30231-1,25.0,7.0
30240-1,55.0,6.0
30241-1,48.0,7.0
30242-1,43.0,4.0
30243-1,46.0,6.0
30244-1,42.0,5.0
30246-1,52.0,5.0
30247-1,55.0,4.0
30250-1,32.0,3.0
3025-1,601.0,0.0
30251-1,34.0,6.0
30252-1,23.0,1.0
30253-1,27.0,3.0
30254-1,32.0,6.0
30255-1,8.0,5.0
30256-1,33.0,6.0
30259-1,23.0,6.0
30260-1,26.0,0.0
3026-1,1201.0,0.0
30261-1,19.0,4.0
30262-1,25.0,9.0
30263-1,35.0,5.0
30264-1,31.0,5.0
30265-1,32.0,5.0
30266-1,20.0,5.0
30270-1,40.0,5.0
3027-1,418.0,2.0
30271-1,44.0,2.0
30272-1,51.0,10.0
30274-1,66.0,2.0
30275-1,45.0,3.0
30276-1,41.0,3.0
30277-1,51.0,11.0
30278-1,60.0,10.0
30279-1,38.0,7.0
30280-1,30.0,8.0
3028-1,840.0,5.0
30281-1,30.0,2.0
30282-1,35.0,10.0
30283-1,39.0,7.0
30284-1,49.0,7.0
30285-1,81.0,0.0
30286-1,77.0,2.0
30291-1,43.0,0.0
30292-1,57.0,0.0
30293-1,40.0,7.0
30294-1,48.0,2.0
30300-1,55.0,2.0
30301-1,38.0,9.0
30302-1,44.0,1.0
30303-1,43.0,5.0
30304-1,50.0,8.0
30305-1,35.0,6.0
303-1,33.0,0.0
30310-1,37.0,9.0
30311-1,46.0,10.0
30312-1,40.0,3.0
30313-1,48.0,4.0
30314-1,40.0,8.0
30315-1,37.0,2.0
303-2,45.0,1.0
30320-1,27.0,5.0
3032-1,600.0,0.0
30321-1,4.0,0.0
3033-1,1200.0,0.0
3033-2,1200.0,0.0
