set_num,name,year,theme_id,matte,transparent
10831-1,My First Caterpillar,2016,504,19.0,0.0
10847-1,My First Number Train,2017,504,19.0,0.0
10849-1,My First Plane,2017,504,10.0,0.0
10852-1,My First Bird,2017,504,7.0,0.0
1088-1,Road Burner,1999,87,25.0,0.0
1089-1,Lego Basic Figures - 24 elements,1985,534,24.0,0.0
1090-1,TECHNIC Control I,1986,1,396.0,1.0
1092-1,TECHNIC Control II,1986,1,461.0,6.0
10937-1,Arkham Asylum Breakout,2012,484,1591.0,101.0
1094-1,Johnny Thunder,1999,297,13.0,0.0
1095-1,Super Sub,1999,311,23.0,1.0
1096-1,Race Buggy,1997,82,23.0,0.0
1097-1,Res-Q Runner,1999,92,17.0,1.0
1098-1,Hang Glider,1998,87,19.0,0.0
1099-1,Ninja Blaster,1999,434,24.0,0.0
1-10,Mini-Wheel Model Maker No. 1,1971,423,80.0,6.0
1100-1,Sky Pirates,2001,68,102.0,11.0
110-1,Universal Building Set,1977,469,125.0,4.0
1101-1,Replacement 4.5V Motor,1977,443,1.0,0.0
1102-1,Motor Bushes,1977,456,4.0,0.0
1103-1,Battery Box,1977,443,1.0,0.0
1103-2,DNA Student Set,2008,517,521.0,0.0
1104-1,Battery Cables (75cm),1977,443,2.0,0.0
1105-1,Crawler Tracks,1977,443,2.0,0.0
1106-1,Battery Tender,1977,456,2.0,0.0
1106-2,Basic Building Set,1999,470,404.0,9.0
1107-1,Signal and Direction-Change Switch,1977,456,4.0,0.0
1108-1,Magnetic Couplings,1977,456,4.0,0.0
1109-1,Magnetic Couplings for Railway Car,1977,456,4.0,0.0
1-11,Basic Souvenir Box,1981,469,35.0,1.0
1110-1,Train Wheels,1977,456,8.0,0.0
111-1,Universal Building Set,1977,469,169.0,4.0
1111-1,Rubber Rims for Locomotive Wheels,1977,456,8.0,0.0
111-2,Starter Train Set without Motor,1966,235,116.0,2.0
1112-1,Train Sliding Wheel Blocks,1977,456,2.0,0.0
1113-1,Motor Frame and Couplers,1977,443,5.0,0.0
1114-1,Motor Frame,1977,443,1.0,0.0
1115-1,4.5V Lighting Brick (2 x 2),1977,443,1.0,0.0
1116-1,"Chain Links, Small",1977,443,25.0,0.0
1118-1,"Boat Weight, Red",1977,443,1.0,0.0
1119-1,Locomotive Piston Assemblies,1977,456,6.0,0.0
11-2,Small Pre-School Basic Set,1973,433,32.0,0.0
1120-1,Tires (42 mm),1977,443,2.0,0.0
112-1,Universal Building Set,1977,469,196.0,4.0
1121-1,"Propellers, Wheels and Rotor Unit",1977,443,15.0,0.0
112-2,Locomotive with Motor,1966,235,72.0,2.0
1122-1,Hinges,1977,443,3.0,0.0
1123-1,"Ball and Socket Couplings, Articulated Joint",1977,443,8.0,0.0
1124-1,Digger Bucket,1977,443,3.0,0.0
1125-1,Crane Grab,1977,443,3.0,0.0
1126-1,"Jack Complete Assembly, Blue",1983,443,1.0,0.0
1127-1,Santa,1999,227,40.0,0.0
1128-1,Santa on Skis,1997,227,21.0,0.0
1129-1,Storage Cloth (Spread Bag),1980,473,1.0,0.0
1129-2,Santa on Reindeer,1999,227,34.0,0.0
11-3,Locomotive Traction Tires,1977,456,8.0,0.0
1130-1,Storage Folder for Building Instructions (16 Internal Pockets),1980,443,1.0,0.0
113-1,Universal Building Set,1977,469,287.0,6.0
1131-1,Tires (42 mm) and Hubs,1981,453,4.0,0.0
113-2,Motorized Train Set,1966,235,306.0,38.0
1132-1,Hinges,1981,443,8.0,0.0
1133-1,Brick Hinges,1981,443,8.0,0.0
1134-1,Battery Wagon,1981,456,2.0,0.0
1135-1,"Battery Cable Kit: 12 Connectors, 3m Cable",1981,443,13.0,0.0
1135-2,"Battery Cable Kit: 16 Connectors, 3m Cable",1981,443,17.0,0.0
1135-3,"Battery Cable Kit: 20 Connectors, 3m Cable",1981,443,21.0,0.0
1136-1,"Buffers, Magnetic Couplers",1981,456,6.0,0.0
1137-1,Train Couplings,1981,456,4.0,0.0
1138-1,Replacement Rubber Wheel Treads for Trains,1981,456,8.0,0.0
1139-1,Motor-Mount Plate with Magnetic Couplers,1981,456,5.0,0.0
1140-1,12V Light Bricks,1981,443,2.0,0.0
114-1,Universal Building Set,1977,469,382.0,8.0
1141-1,Wheel Bricks with Small Red Train Wheels,1981,456,2.0,0.0
114-2,Small Train Set,1966,235,87.0,1.0
1142-1,Wheel Bricks with Small Black Train-Wheels,1981,456,2.0,0.0
1143-1,Wheel Bricks with Large Red Train Wheels,1981,456,2.0,0.0
1144-1,Train Baseplate,1981,456,1.0,0.0
1145-1,Bogie Plate,1981,456,1.0,0.0
1146-1,"Pushrods, Cylinder Housings",1981,456,6.0,0.0
1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",1981,456,1.0,6.0
1148-1,Differential,1981,453,5.0,0.0
1149-1,Air Police,2002,100,22.0,2.0
1149-2,Bulldozer Chainlinks,1982,453,52.0,0.0
1150-1,Replacement Motor 12V,1977,443,1.0,0.0
115-1,Building Set,1973,469,184.0,6.0
1151-1,Train Power Pick-Up Blocks,1977,456,2.0,0.0
115-2,Starter Train Set with Motor,1966,235,130.0,2.0
1152-1,Electric Wire,1977,456,2.0,0.0
1154-1,Battery Control Unit,1986,453,1.0,0.0
1160-1,"TECHNIC Pneumatic Tubing, 40cm +100cm",1985,453,2.0,0.0
116-1,Starter Train Set with Motor,1967,235,336.0,28.0
1161-1,TECHNIC Pneumatic Pump Cylinder 48mm,1985,453,1.0,0.0
116-2,Deluxe Motorized Train Set,1968,235,333.0,28.0
1162-1,TECHNIC Pneumatic Piston Cylinder 48mm,1985,453,1.0,0.0
1163-1,TECHNIC Pneumatic Piston Cylinder 60mm,1985,453,1.0,0.0
1164-1,TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,1985,453,2.0,0.0
1168-1,Battery Box,1986,1,1.0,0.0
1169-1,Bogie Plates,1986,456,2.0,0.0
1170-1,Replacement Train Battery Tender,1986,456,2.0,0.0
117-1,Locomotive without Motor,1967,235,95.0,4.0
1171-1,Lighting Brick with Red and Blue Globes,1986,443,1.0,4.0
1172-1,Colored Globes,1986,443,1.0,4.0
1174-1,Motorhome for Basic Motor 4.5V/Train Motor 12V,1986,443,2.0,0.0
1175-1,4.5v TECHNIC Motor,1982,453,1.0,0.0
1176-1,Gear Racks and Turntables,1978,453,6.0,0.0
1177-1,Santa In Truck with Polar Bear,2000,227,26.0,1.0
1178-1,"Siren, Black",1986,443,1.0,0.0
1179-1,Replacement Space Siren,1986,443,1.0,0.0
1180-1,Space Port Moon Buggy,1999,93,24.0,3.0
118-1,Electronic Train,1968,235,98.0,5.0
1181-1,Space Port Spacecraft,1999,93,20.0,6.0
118-2,Small Train Set,1968,235,115.0,2.0
1182-1,Adventurers Raft,1999,297,20.0,0.0
118-3,Motorized Freight or Passenger Train (Sears Exclusive),1969,235,409.0,10.0
1183-1,Mummy and Cart,1999,297,14.0,3.0
1184-1,Cart,1999,434,24.0,0.0
1185-1,Raft,1999,434,25.0,0.0
1186-1,Cart,1999,434,26.0,0.0
1187-1,Glider,1999,434,25.0,0.0
1188-1,Fire Formula,1999,87,35.0,3.0
1189-1,Rocket Boat,1999,87,25.0,5.0
1190-1,Retro Buggy,1999,87,84.0,6.0
11905-1,DK Star Wars Brickmaster: Battle For The Stolen Crystals,2013,497,374.0,14.0
11908-1,Build Your Own Adventure with Liza Mini-Doll and Touring Car,2015,494,71.0,10.0
11909-1,Lego Ninjago: Build Your Own Adventure,2015,435,72.0,3.0
119-1,Super Train Set,1968,235,391.0,10.0
11910-1,Micro-Scale Space Cruiser,2015,126,88.0,24.0
1191-1,Try Bird,1999,87,32.0,3.0
11912-1,LEGO Star Wars: Build Your Own Adventure,2016,158,75.0,3.0
1194-1,Classic Building Table,1999,470,408.0,2.0
1195-1,Alien Encounter,2001,135,39.0,7.0
1196-1,Biker with Bicycle,2000,458,6.0,2.0
1197-1,Telekom Race Cyclist and Television Motorbike,2000,458,25.0,9.0
1197-2,Crown Gears,1981,453,2.0,0.0
1198-1,Service Team - 2 Bikers with Service Tools,2000,458,72.0,4.0
1199-1,Winning Team,2000,458,93.0,17.0
11995-1,Hero Recon Team,2011,400,0.0,0.0
1200-1,"LEGO Town Plan Board, Large Plastic",1955,372,1.0,0.0
1200-2,"LEGO Town Plan Board, Small Plastic",1956,372,1.0,0.0
1200M-1,LEGO Town Plan Wooden Board,1957,372,1.0,0.0
120-1,Complete Freight Train Set with Tipper Trucks,1969,235,161.0,2.0
1202-1,racer polybag,2001,125,1.0,0.0
1203-1,"Turntables (4 x 4), Turntables (2 x 2)",1985,443,8.0,0.0
1204-1,"Fences, Red and Black",1984,443,10.0,0.0
120438-1,Basic Building Set,1985,469,173.0,5.0
1205-1,Keys for Wind-Up Motor,1982,443,2.0,0.0
1206-1,"Round Bricks (2 x 2), White",1982,443,10.0,0.0
1207-1,"Turntables (4 x 4), Red",1982,443,2.0,0.0
1208-1,"Inverted Slope Bricks, Assorted, Red",1982,443,16.0,0.0
1209-1,Fences and Gates,1982,443,10.0,0.0
12-1,Blue Space Elements,1981,452,8.0,0.0
1210-1,Winch Block and Hook Assembly,1982,443,3.0,0.0
1210-2,Small Store Set,1955,372,30.0,0.0
121-1,Roadster,1979,390,23.0,0.0
1211-1,Space Stands and Brackets,1982,443,8.0,0.0
1211-2,Small House Set,1955,372,19.0,0.0
1212-1,"Rocket Tops, Black",1982,443,6.0,0.0
1212-2,Small House - Left Set,1955,372,21.0,0.0
1213-1,Space Radar Disks,1982,452,5.0,0.0
1213-2,Small House - Right Set,1955,372,23.0,0.0
1214-1,Upper Part of Motorhome for 4.5V/12V Trainmotor,1984,456,1.0,0.0
1214-2,Windows and Doors,1955,371,24.0,0.0
1215-1,Train Motor 4.5V Type II Lower Housing,1981,456,1.0,0.0
1215-2,2 x 8 & 2 x 10 Bricks,1955,371,20.0,0.0
1216-1,Semaphores with Feet,1982,456,8.0,0.0
1216-2,4 x 4 Corner Bricks,1955,371,20.0,0.0
1217-1,Yellow Girder Beams & Plates,1982,453,20.0,0.0
1217-2,2 x 4 Bricks,1955,371,52.0,0.0
1218-1,Blue Girder Beams & Plates,1982,453,20.0,0.0
1218-2,2 x 3 Bricks,1955,371,60.0,0.0
1219-1,TECHNIC Beams & Plates [Red],1982,453,20.0,0.0
1219-2,2 x 2 Bricks,1955,371,80.0,0.0
1220-1,Black Girder Beams & Plates,1982,453,20.0,0.0
1220-2,1 x 2 Bricks,1955,371,104.0,0.0
122-1,Loco and Tender,1969,235,88.0,8.0
1221-1,TECHNIC beams - yellow,1982,453,8.0,0.0
1221-2,1 x 1 Bricks,1955,371,160.0,0.0
1222-1,TECHNIC beams - blue,1982,453,8.0,0.0
1222-2,1 x 1 Round Bricks,1955,371,160.0,40.0
1223-1,TECHNIC beams - black,1982,453,8.0,0.0
1223-2,2 x 2 & 2 x 4 Curved Bricks,1955,371,11.0,3.0
1223-3,2 x 2 Curved Bricks,1957,371,80.0,20.0
1224-1,TECHNIC Beams [Red],1982,453,8.0,0.0
1224.1-1,8 Danish Named Beams,1955,371,8.0,0.0
1224-2,8 Named Beams,1955,371,8.0,0.0
1224A-1,1 x 6 and 1 x 8 Bricks,1955,371,36.0,0.0
1225-1,Assortment of Axles,1982,453,32.0,0.0
1225-2,Mixed Plates Parts Pack,1955,371,12.0,0.0
1226-1,Tractor Tires & Hubs,1982,453,12.0,0.0
1226-2,6 x 8 & 2 x 8 Plates,1956,371,4.0,0.0
1227-1,Gear Wheel Assortment,1982,453,15.0,0.0
1227-2,4 x 8 & 2 x 8 Plates,1956,371,5.0,0.0
1228-1,Differential Gear Housing,1982,453,28.0,0.0
1228-2,4 x 8 Curved & 2 x 8 Plates,1956,371,5.0,0.0
1229-1,TECHNIC Chainlinks,1982,453,70.0,0.0
12-3,Wheel Bearings for Locomotives,1977,456,2.0,0.0
1230-1,TECHNIC Bulldozer Chainlinks,1982,453,54.0,0.0
1230-2,Windows and Door without Glass,1955,371,7.0,0.0
123-1,Passenger Coach,1969,235,74.0,24.0
1231-1,X-Large Tires & Hubs,1982,453,4.0,0.0
1231-2,"Windows and Door with Glass, Red",1956,371,10.0,0.0
1231-3,"Windows and Door with Glass, White",1956,371,10.0,0.0
1232-1,Toggle Joints & Connectors,1982,453,46.0,0.0
1233-1,Axle Assortment,1984,453,34.0,0.0
1233-2,Light Masts,1958,371,4.0,0.0
1234-1,Gear Wheel Assortment,1984,453,21.0,0.0
1234-3,"Replacement Gearbox for Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3",1983,443,1.0,0.0
1235-1,Differential Gear Housing,1984,453,19.0,0.0
1235-2,Garage Plate and Door,1955,371,3.0,0.0
1236-1,TECHNIC wheels with hubs,1984,453,4.0,0.0
1236-2,Garage,1955,372,59.0,0.0
1236-3,12V Technic Motor,1979,453,1.0,0.0
1237-1,Honda Promotional Set,2001,14,55.0,0.0
1239-1,Subzero,2001,125,4.0,0.0
1239-2,Remote Control for Electric Points,1985,456,8.0,0.0
1240-1,"Hinges and Tilted Bearings, Light Gray",1986,443,16.0,0.0
1240-2,8 Road Signs,1955,371,8.0,0.0
124-1,Goods Wagon,1969,235,56.0,0.0
1241-1,Digger Bucket Assembly,1985,443,4.0,0.0
1241-2,8 Road Signs,1955,371,8.0,0.0
1242-1,Crane Grab and Winch,1986,443,4.0,0.0
1242-2,International Flags,1957,371,5.0,0.0
1242D-1,5 Danish Flags,1957,371,5.0,0.0
1243-1,Hinges and Couplings,1986,443,9.0,0.0
1244-1,Runway Plates,1986,443,2.0,0.0
1245-1,T- and Intersection Plates,1986,443,2.0,0.0
1245-2,Lighting Device Pack,1957,371,2.0,1.0
1246-1,Helicopter,1999,50,24.0,5.0
1247-1,Patrol Car,1999,50,25.0,8.0
1247-2,Esso Pumps/Sign,1955,371,8.0,0.0
1248-1,Fire Boat,1999,50,22.0,2.0
1248-2,Painted Trees and Bushes,1955,371,6.0,0.0
1249-1,Tri-motorbike,1999,60,12.0,7.0
1250-1,Dragster,1999,91,24.0,0.0
125-1,Tipping Wagon,1969,235,20.0,0.0
1251-1,Go-Cart,1999,91,25.0,0.0
125-2,Building Set,1974,469,232.0,2.0
1252-1,Shell Tanker,1999,99,99.0,7.0
1253-1,Shell Car Transporter,1999,99,90.0,12.0
1254-1,Shell Select Shop,1999,99,144.0,25.0
1255-1,Shell Car Wash,1999,99,123.0,15.0
1256-1,Shell Petrol Pump,1999,99,156.0,10.0
1257-1,Trike Buggy,1999,13,33.0,0.0
1258-1,Propellor Buggy,1999,11,33.0,0.0
1259-1,Motorbike,1999,13,32.0,0.0
1260-1,Car,1999,12,27.0,1.0
1260-2,1:87 Twenty Four Models,1957,368,24.0,0.0
126-1,Steam Locomotive (Push),1970,235,58.0,2.0
1263-1,Easter Bunny,2000,229,33.0,0.0
1264-1,Easter Chicks,2000,229,31.0,0.0
1265-1,Moon Buggy,1999,93,24.0,3.0
1266-1,Space Probe,1999,93,20.0,6.0
1267-1,Shock Absorbers,1985,453,4.0,0.0
1268-1,Bike Blaster,1999,13,32.0,0.0
1269-1,White Ninja,1999,434,23.0,0.0
1270-2,Trial Size Bag - Chromika,2005,37,16.0,0.0
127-1,Train Set,1969,235,337.0,28.0
1271-1,Jungle Surprise,1999,299,32.0,1.0
1271-2,Traffic Police Set,1956,372,6.0,0.0
1272-1,Blue Racer,2000,91,24.0,0.0
1273-1,Red Four Wheel Driver,2000,91,20.0,0.0
1274-1,Light Hover,2000,442,21.0,4.0
1275-1,{Rock Saw Vehicle},2000,442,22.0,0.0
1276-1,Helicopter Transport,2000,442,21.0,1.0
1277-1,Drill Craft,2000,442,25.0,2.0
1278-1,Johnny Thunder & Baby T,2000,298,23.0,0.0
1279-1,Aeroplane,2000,298,21.0,0.0
1280-1,Microcopter,2000,298,27.0,2.0
128-1,Taxi Station,1979,390,35.0,0.0
1281-1,Aeroplane,2000,298,23.0,2.0
128-2,Mobile Crane (Train Base),1972,235,21.0,2.0
1282-1,Blue Racer,2000,91,24.0,0.0
128-3,Mobile Crane (Plate Base),1971,235,36.0,2.0
1283-1,Red Four Wheel Driver,2000,91,20.0,0.0
1284-1,Green Buggy,2000,91,22.0,1.0
1285-1,Yellow Tiger,2001,91,18.0,5.0
1286-1,King Leo's Cart,2000,197,18.0,4.0
1287-1,Crossbows,2000,197,16.0,0.0
1288-1,Fire Cart,2000,197,22.0,2.0
1289-1,Catapult,2000,197,23.0,0.0
1290-1,Kabaya Promotional Set: Red (Volcano Climber) RoboRider,2000,16,35.0,0.0
1291-1,Power Bike,2000,16,32.0,0.0
1292-1,Kabaya Promotional Set: White (Ice Explorer) RoboRider,2000,16,31.0,2.0
1293-1,Kabaya Promotional Set: Yellow/Green (Swamp Craft) RoboRider,2000,16,21.0,4.0
1294-1,Fire Helicopter,2000,50,28.0,3.0
1295-1,Water Rider,2000,87,26.0,4.0
1296-1,Land Scooper,2000,50,26.0,4.0
1297-1,Speed Patroller,2000,50,30.0,4.0
1298-1,Advent Calendar 1998 Classic Basic,1998,212,0.0,0.0
1298-10,Advent Calendar 1998 Classic Basic (Day  9) Whale,1998,221,9.0,0.0
1298-11,Advent Calendar 1998 Classic Basic (Day 10)  Steamboat,1998,221,13.0,0.0
1298-12,Advent Calendar 1998 Classic Basic (Day 11) Boat,1998,221,7.0,1.0
1298-13,Advent Calendar 1998 Classic Basic (Day 12) Airplane,1998,221,12.0,7.0
1298-14,Advent Calendar 1998 Classic Basic (Day 13) Santa,1998,221,5.0,0.0
1298-15,Advent Calendar 1998 Classic Basic (Day 14) Airplane,1998,221,10.0,1.0
1298-16,Advent Calendar 1998 Classic Basic (Day 15) Green Elf,1998,221,9.0,0.0
1298-17,Advent Calendar 1998 Classic Basic (Day 16) Boat,1998,221,7.0,1.0
1298-18,Advent Calendar 1998 Classic Basic (Day 17) Mouse,1998,221,9.0,0.0
1298-19,Advent Calendar 1998 Classic Basic (Day 18) Blue Elf,1998,221,10.0,0.0
1298-2,Advent Calendar 1998 Classic Basic (Day  1)  Airplane,1998,221,11.0,1.0
1298-20,Advent Calendar 1998 Classic Basic (Day 19) Boat,1998,221,7.0,4.0
1298-21,Advent Calendar 1998 Classic Basic (Day 20) Helicopter,1998,221,10.0,4.0
1298-22,Advent Calendar 1998 Classic Basic (Day 21) Red Elf,1998,221,9.0,0.0
1298-23,Advent Calendar 1998 Classic Basic (Day 22) Police Boat,1998,221,8.0,4.0
1298-24,Advent Calendar 1998 Classic Basic (Day 23) Truck,1998,221,10.0,4.0
1298-25,Advent Calendar 1998 Classic Basic (Day 24) Airplane,1998,221,11.0,1.0
1298-3,Advent Calendar 1998 Classic Basic (Day  2) Santa,1998,221,5.0,0.0
1298-4,Advent Calendar 1998 Classic Basic (Day  3) Boat,1998,221,6.0,7.0
1298-5,Advent Calendar 1998 Classic Basic (Day  4) Boat,1998,221,9.0,1.0
1298-6,Advent Calendar 1998 Classic Basic (Day  5) Sailboat,1998,221,10.0,3.0
1298-7,Advent Calendar 1998 Classic Basic (Day  6) Airplane,1998,221,11.0,1.0
1298-8,Advent Calendar 1998 Classic Basic (Day  7) Helicopter,1998,221,7.0,1.0
1298-9,Advent Calendar 1998 Classic Basic (Day  8) Airplane,1998,221,10.0,1.0
1300-1,Lego Mosaik Set (Small),1955,370,47.0,0.0
130-1,Wagon with Double Tippers,1972,235,20.0,0.0
1306-1,VW Garage,1957,372,43.0,2.0
1307-1,VW Auto Showroom,1957,372,48.0,3.0
1308-1,Fire Station,1957,372,96.0,13.0
1309-1,Church,1957,372,150.0,0.0
13-1,Gray Space Elements,1981,452,6.0,4.0
1310-1,ESSO Filling Station,1956,372,90.0,6.0
131-1,Passenger Coach,1972,235,66.0,0.0
1314-1,Stop bush / Small pulley,1987,1,210.0,0.0
1315-1,Piston Rod,1987,1,50.0,0.0
1316-1,Connector peg,1987,1,150.0,0.0
1317-1,TECHNIC Chainlinks,1987,1,350.0,0.0
1318-1,Gears Small,1987,1,68.0,0.0
1319-1,Gears Large,1987,1,22.0,0.0
13-2,Large Pre-School Basic Set,1973,433,92.0,0.0
1320-1,Differential and Bevel Gears,1987,1,32.0,0.0
132-1,Cottage,1979,390,115.0,0.0
1321-1,Worm Gear and Racks,1987,1,22.0,0.0
132-2,Port Crane and Flat Waggon,1972,235,56.0,2.0
1322-1,"Pulleys, Tires, and Steering Wheels",1987,1,32.0,0.0
1323-1,Hubs and Tyres,1985,524,24.0,0.0
1324-1,Rubber Bands and String,1985,1,101.0,0.0
1325-1,Assorted Spare Axles,1987,1,68.0,0.0
1326-1,"Spare Axles, 12L",1987,1,28.0,0.0
1327-1,Red/Black Plates,1985,524,48.0,0.0
1328-1,Red/Black Plates,1985,524,32.0,0.0
1329-1,Red/Black Plates,1985,525,28.0,0.0
13-3,Train Motor Plate with Buffers,1977,456,5.0,0.0
1330-1,Red/Black Plates,1985,525,20.0,0.0
133-1,Locomotive (Push),1975,235,81.0,0.0
1331-1,Red/Blue Bricks,1985,525,88.0,0.0
1332-1,Red/Blue Beams,1985,525,18.0,0.0
1333-1,Red/Blue Beams,1985,525,20.0,0.0
1334-1,Motors (4.5V),1985,525,2.0,0.0
1335-1,Battery Boxes (4.5v),1985,525,2.0,0.0
1336-1,Pole Reverser Switches for Battery Box,1985,1,2.0,0.0
1337-1,Connecting Leads,1985,1,18.0,0.0
1338-1,Angles Swivels Turntables,1985,524,72.0,0.0
1339-1,TECHNIC parts,1987,1,20.0,0.0
1340-1,Weight Bricks,1987,1,18.0,0.0
134-1,Mobile Crane and Waggon,1975,235,54.0,1.0
1341-1,Building Plates Green,1985,524,3.0,0.0
134-2,Service Station,1979,390,84.0,0.0
1342-1,Electric Switches and Tiles,1986,525,7.0,0.0
1343-1,Optosensors (4.5V) and Discs,1986,525,4.0,0.0
1344-1,Light Bricks (4.5V),1986,524,6.0,6.0
1345-1,"Pinions, Connectors, and Axles",1986,1,52.0,0.0
1346-1,Touch Sensors,1987,1,2.0,0.0
1347-1,Leads (4.5V) Spirals,1987,524,42.0,0.0
1348-1,Base Plates Grey,1987,524,3.0,0.0
1349-1,Steven Spielberg Moviemaker Set,2000,273,431.0,29.0
135-1,Building Set,1973,469,328.0,10.0
1351-1,Movie Backdrop Studio,2001,273,203.0,15.0
1352-1,Explosion Studio,2000,273,231.0,13.0
1353-1,Car Stunt Studio,2001,273,152.0,24.0
1354-1,Dino Head Attack,2000,273,94.0,4.0
1355-1,Temple of Gloom,2000,273,58.0,3.0
1356-1,Stuntman Catapult,2001,273,26.0,3.0
1357-1,Cameraman,2001,273,23.0,2.0
1360-1,Director's Copter,2001,273,23.0,0.0
136-1,Tanker Waggon (Shell),1975,235,81.0,0.0
1361-1,Camera Car,2001,273,20.0,0.0
1362-1,Air Boat,2001,273,24.0,4.0
1363-1,Stunt Go-Cart,2001,273,22.0,4.0
1370-1,Raptor Attack Studio,2001,274,157.0,3.0
137-1,Hospital,1979,391,104.0,0.0
1371-1,Spinosaurus Attack Studio,2001,274,179.0,10.0
137-2,Passenger Sleeping Car,1975,235,71.0,10.0
1374-1,Green Goblin,2002,488,50.0,10.0
1376-1,Spider-Man Action Studio,2002,488,234.0,19.0
1380-1,Werewolf Ambush,2002,273,109.0,8.0
138-1,Electronic Train,1969,235,102.0,5.0
1381-1,Vampire's Crypt,2002,273,169.0,6.0
1382-1,Scary Laboratory,2002,273,463.0,52.0
1383-1,Curse of the Pharaoh,2002,273,52.0,3.0
1385-1,Clikits Bracelet Sample Set,2003,500,5.0,8.0
1386-1,Clikits Bracelet Sample Set,2004,500,2.0,11.0
1388-1,Huki [McDonald's Promo Set #1],2001,355,8.0,0.0
1389-1,Onepu [McDonald's Promo Set #2],2001,355,8.0,0.0
1390-1,Maku [McDonald's Promo Set #3],2001,355,8.0,0.0
139-1,Electronic Control Unit (Forward/Backward - Stop),1969,243,12.0,1.0
1391-1,Jala [McDonald's Promo Set #4],2001,355,8.0,0.0
1392-1,Kongu [McDonald's Promo Set #5],2001,355,8.0,0.0
1393-1,Matoro [McDonald's Promo Set #6],2001,355,8.0,0.0
139A-1,Electronic Control Unit (Forward - Stop),1969,243,12.0,1.0
140-1,Town Hall,1979,390,135.0,0.0
140-2,Bricks'n Motor Set,1969,469,95.0,1.0
14-1,Space Mini Figures,1982,452,24.0,0.0
1411-1,Pirate's Treasure Hunt (Quaker Oats promo),2001,273,36.0,1.0
1413-1,Rover,2001,135,28.0,1.0
1414-1,Double Hover (Kabaya Promotional),2001,135,22.0,0.0
1415-1,Jet Scooter,2001,135,22.0,4.0
1416-1,Worker Robot,2001,135,31.0,0.0
1417-1,Vakama,2001,356,28.0,1.0
1417-2,Vakama (bagged),2003,356,28.0,1.0
1418-1,Matau,2001,356,25.0,1.0
1419-1,Nokama (Kabaya Promotional),2001,356,27.0,1.0
1420-1,Nuju,2001,356,29.0,1.0
1421-1,Director's Copter (Kabaya Promotional),2001,273,23.0,0.0
1422-1,Camera Cart (Kabaya Promotional),2001,273,20.0,0.0
1423-1,Air Boat (Kabaya Promotional),2001,273,24.0,4.0
1424-1,Stunt Go-Kart (Kabaya Promotional),2001,273,22.0,4.0
1425-1,Dash Jet Sub,2002,305,19.0,4.0
1426-1,Cam Wing Diver,2002,305,17.0,4.0
1427-1,Ogel Marine Slizer,2002,305,20.0,1.0
1428-1,Small Soccer Set 1 (Kabaya Box),2002,462,24.0,0.0
1428-2,Small Soccer Set 1 (Polybag),2002,462,20.0,0.0
1429-1,Small Soccer Set 2 (Kabaya Box),2002,462,19.0,0.0
1429-2,Small Soccer Set 2 (Polybag),2002,462,19.0,0.0
14-3,Small house set,1973,433,0.0,0.0
1430-1,Small Soccer Set 3 (Kabaya Box),2002,462,12.0,0.0
1430-2,Small Soccer Set 3 (Polybag),2002,462,13.0,0.0
1431-1,Tahnok Va (Kabaya Promotional),2002,329,25.0,2.0
1432-1,Nuhvok Va (Kabaya Promotional),2002,329,24.0,2.0
1433-1,Gahlok Va (Kabaya Promotional),2002,329,24.0,2.0
1434-1,Lehvak Va (Kabaya Promotional),2002,329,23.0,2.0
1435-1,Super Glider (Kabaya Promotional),2002,282,7.0,0.0
1436-1,Ultralight Flyer (Kabaya Promotional),2002,282,14.0,2.0
1437-1,Turbo Chopper (Kabaya Promotional),2002,282,13.0,0.0
14-4,Train Motor Plate with Coupler,1977,456,1.0,0.0
1441-1,Fikou (Tree-Spider),2003,324,13.0,0.0
145-1,Building Set,1974,469,400.0,12.0
146-1,Level Crossing,1976,235,68.0,0.0
1461-1,Turbo Force,1992,82,30.0,2.0
1462-1,Galactic Scout,1992,129,22.0,1.0
1463-1,Treasure Cart,1992,190,20.0,6.0
1464-1,Pirate Lookout,1992,148,17.0,0.0
1467-1,Shell Race Car,1987,82,45.0,1.0
1468-1,Shell Tanker,1987,76,39.0,1.0
1469-1,Helicopter,1986,466,37.0,2.0
1470-1,Shell Station,1987,76,32.0,0.0
147-1,Refrigerated Car with Forklift,1976,235,111.0,1.0
1472-1,Holiday Home,1987,69,330.0,35.0
1474-1,Basic Building Set with Gift Item,1991,467,69.0,0.0
1475-1,Airport Security Squad,1991,68,113.0,17.0
1477-1,{Red Race Car Number 3},1991,82,38.0,1.0
1478-1,Mobile Satellite Up-Link,1991,136,27.0,4.0
1479-1,2-Pilot Craft,1991,129,28.0,7.0
1480-1,King's Catapult,1991,190,33.0,0.0
148-1,Central Station,1975,235,292.0,0.0
1481-1,Desert Island,1991,148,24.0,0.0
1484-1,Weetabix Town House,1987,69,201.0,16.0
1489-1,Mobile Car Crane,1989,85,161.0,14.0
1490-1,Town Bank,1988,85,186.0,11.0
149-1,Fuel Refinery,1976,235,337.0,3.0
1491-1,Dual Defender,1992,188,51.0,0.0
1492-1,Battle Cove,1992,148,29.0,0.0
