name,matte,transparent
Shell Tanker,99.0,7.0
Shell Car Transporter,90.0,12.0
Shell Select Shop,144.0,25.0
Shell Car Wash,123.0,15.0
Shell Petrol Pump,156.0,10.0
Trike Buggy,33.0,0.0
Propellor Buggy,33.0,0.0
Motorbike,32.0,0.0
Car,27.0,1.0
1:87 Twenty Four Models,24.0,0.0
Steam Locomotive (Push),58.0,2.0
Easter Bunny,33.0,0.0
Easter Chicks,31.0,0.0
Moon Buggy,24.0,3.0
Space Probe,20.0,6.0
Shock Absorbers,4.0,0.0
Bike Blaster,32.0,0.0
White Ninja,23.0,0.0
Trial Size Bag - Chromika,16.0,0.0
Train Set,337.0,28.0
Jungle Surprise,32.0,1.0
Traffic Police Set,6.0,0.0
Blue Racer,24.0,0.0
Red Four Wheel Driver,20.0,0.0
Light Hover,21.0,4.0
{Rock Saw Vehicle},22.0,0.0
Helicopter Transport,21.0,1.0
Drill Craft,25.0,2.0
Johnny Thunder & Baby T,23.0,0.0
Aeroplane,21.0,0.0
Microcopter,27.0,2.0
Taxi Station,35.0,0.0
Aeroplane,23.0,2.0
Mobile Crane (Train Base),21.0,2.0
Blue Racer,24.0,0.0
Mobile Crane (Plate Base),36.0,2.0
Red Four Wheel Driver,20.0,0.0
Green Buggy,22.0,1.0
Yellow Tiger,18.0,5.0
King Leo's Cart,18.0,4.0
Crossbows,16.0,0.0
Fire Cart,22.0,2.0
Catapult,23.0,0.0
Kabaya Promotional Set: Red (Volcano Climber) RoboRider,35.0,0.0
Power Bike,32.0,0.0
Kabaya Promotional Set: White (Ice Explorer) RoboRider,31.0,2.0
Kabaya Promotional Set: Yellow/Green (Swamp Craft) RoboRider,21.0,4.0
Fire Helicopter,28.0,3.0
Water Rider,26.0,4.0
Land Scooper,26.0,4.0
Speed Patroller,30.0,4.0
Advent Calendar 1998 Classic Basic,0.0,0.0
Advent Calendar 1998 Classic Basic (Day  9) Whale,9.0,0.0
Advent Calendar 1998 Classic Basic (Day 10)  Steamboat,13.0,0.0
Advent Calendar 1998 Classic Basic (Day 11) Boat,7.0,1.0
Advent Calendar 1998 Classic Basic (Day 12) Airplane,12.0,7.0
Advent Calendar 1998 Classic Basic (Day 13) Santa,5.0,0.0
Advent Calendar 1998 Classic Basic (Day 14) Airplane,10.0,1.0
Advent Calendar 1998 Classic Basic (Day 15) Green Elf,9.0,0.0
Advent Calendar 1998 Classic Basic (Day 16) Boat,7.0,1.0
Advent Calendar 1998 Classic Basic (Day 17) Mouse,9.0,0.0
Advent Calendar 1998 Classic Basic (Day 18) Blue Elf,10.0,0.0
Advent Calendar 1998 Classic Basic (Day  1)  Airplane,11.0,1.0
Advent Calendar 1998 Classic Basic (Day 19) Boat,7.0,4.0
Advent Calendar 1998 Classic Basic (Day 20) Helicopter,10.0,4.0
Advent Calendar 1998 Classic Basic (Day 21) Red Elf,9.0,0.0
Advent Calendar 1998 Classic Basic (Day 22) Police Boat,8.0,4.0
Advent Calendar 1998 Classic Basic (Day 23) Truck,10.0,4.0
Advent Calendar 1998 Classic Basic (Day 24) Airplane,11.0,1.0
Advent Calendar 1998 Classic Basic (Day  2) Santa,5.0,0.0
Advent Calendar 1998 Classic Basic (Day  3) Boat,6.0,7.0
Advent Calendar 1998 Classic Basic (Day  4) Boat,9.0,1.0
Advent Calendar 1998 Classic Basic (Day  5) Sailboat,10.0,3.0
Advent Calendar 1998 Classic Basic (Day  6) Airplane,11.0,1.0
Advent Calendar 1998 Classic Basic (Day  7) Helicopter,7.0,1.0
Advent Calendar 1998 Classic Basic (Day  8) Airplane,10.0,1.0
Lego Mosaik Set (Small),47.0,0.0
Wagon with Double Tippers,20.0,0.0
VW Garage,43.0,2.0
VW Auto Showroom,48.0,3.0
Fire Station,96.0,13.0
Church,150.0,0.0
Gray Space Elements,6.0,4.0
ESSO Filling Station,90.0,6.0
Passenger Coach,66.0,0.0
Stop bush / Small pulley,210.0,0.0
Piston Rod,50.0,0.0
Connector peg,150.0,0.0
TECHNIC Chainlinks,350.0,0.0
Gears Small,68.0,0.0
Gears Large,22.0,0.0
Large Pre-School Basic Set,92.0,0.0
Differential and Bevel Gears,32.0,0.0
Cottage,115.0,0.0
Worm Gear and Racks,22.0,0.0
Port Crane and Flat Waggon,56.0,2.0
"Pulleys, Tires, and Steering Wheels",32.0,0.0
Hubs and Tyres,24.0,0.0
Rubber Bands and String,101.0,0.0
Assorted Spare Axles,68.0,0.0
"Spare Axles, 12L",28.0,0.0
Red/Black Plates,48.0,0.0
Red/Black Plates,32.0,0.0
Red/Black Plates,28.0,0.0
Train Motor Plate with Buffers,5.0,0.0
Red/Black Plates,20.0,0.0
Locomotive (Push),81.0,0.0
Red/Blue Bricks,88.0,0.0
Red/Blue Beams,18.0,0.0
Red/Blue Beams,20.0,0.0
Motors (4.5V),2.0,0.0
Battery Boxes (4.5v),2.0,0.0
Pole Reverser Switches for Battery Box,2.0,0.0
Connecting Leads,18.0,0.0
Angles Swivels Turntables,72.0,0.0
TECHNIC parts,20.0,0.0
Weight Bricks,18.0,0.0
Mobile Crane and Waggon,54.0,1.0
Building Plates Green,3.0,0.0
Service Station,84.0,0.0
Electric Switches and Tiles,7.0,0.0
Optosensors (4.5V) and Discs,4.0,0.0
Light Bricks (4.5V),6.0,6.0
"Pinions, Connectors, and Axles",52.0,0.0
Touch Sensors,2.0,0.0
Leads (4.5V) Spirals,42.0,0.0
Base Plates Grey,3.0,0.0
Steven Spielberg Moviemaker Set,431.0,29.0
Building Set,328.0,10.0
Movie Backdrop Studio,203.0,15.0
Explosion Studio,231.0,13.0
Car Stunt Studio,152.0,24.0
Dino Head Attack,94.0,4.0
Temple of Gloom,58.0,3.0
Stuntman Catapult,26.0,3.0
Cameraman,23.0,2.0
Director's Copter,23.0,0.0
Tanker Waggon (Shell),81.0,0.0
Camera Car,20.0,0.0
Air Boat,24.0,4.0
Stunt Go-Cart,22.0,4.0
Raptor Attack Studio,157.0,3.0
Hospital,104.0,0.0
Spinosaurus Attack Studio,179.0,10.0
Passenger Sleeping Car,71.0,10.0
Green Goblin,50.0,10.0
Spider-Man Action Studio,234.0,19.0
Werewolf Ambush,109.0,8.0
Electronic Train,102.0,5.0
Vampire's Crypt,169.0,6.0
Scary Laboratory,463.0,52.0
Curse of the Pharaoh,52.0,3.0
Clikits Bracelet Sample Set,5.0,8.0
Clikits Bracelet Sample Set,2.0,11.0
Huki [McDonald's Promo Set #1],8.0,0.0
Onepu [McDonald's Promo Set #2],8.0,0.0
Maku [McDonald's Promo Set #3],8.0,0.0
Electronic Control Unit (Forward/Backward - Stop),12.0,1.0
Jala [McDonald's Promo Set #4],8.0,0.0
Kongu [McDonald's Promo Set #5],8.0,0.0
Matoro [McDonald's Promo Set #6],8.0,0.0
Electronic Control Unit (Forward - Stop),12.0,1.0
Town Hall,135.0,0.0
Bricks'n Motor Set,95.0,1.0
Space Mini Figures,24.0,0.0
Pirate's Treasure Hunt (Quaker Oats promo),36.0,1.0
Rover,28.0,1.0
Double Hover (Kabaya Promotional),22.0,0.0
Jet Scooter,22.0,4.0
Worker Robot,31.0,0.0
Vakama,28.0,1.0
Vakama (bagged),28.0,1.0
Matau,25.0,1.0
Nokama (Kabaya Promotional),27.0,1.0
Nuju,29.0,1.0
Director's Copter (Kabaya Promotional),23.0,0.0
Camera Cart (Kabaya Promotional),20.0,0.0
Air Boat (Kabaya Promotional),24.0,4.0
Stunt Go-Kart (Kabaya Promotional),22.0,4.0
Dash Jet Sub,19.0,4.0
Cam Wing Diver,17.0,4.0
Ogel Marine Slizer,20.0,1.0
Small Soccer Set 1 (Kabaya Box),24.0,0.0
Small Soccer Set 1 (Polybag),20.0,0.0
Small Soccer Set 2 (Kabaya Box),19.0,0.0
Small Soccer Set 2 (Polybag),19.0,0.0
Small house set,0.0,0.0
Small Soccer Set 3 (Kabaya Box),12.0,0.0
Small Soccer Set 3 (Polybag),13.0,0.0
Tahnok Va (Kabaya Promotional),25.0,2.0
Nuhvok Va (Kabaya Promotional),24.0,2.0
Gahlok Va (Kabaya Promotional),24.0,2.0
Lehvak Va (Kabaya Promotional),23.0,2.0
Super Glider (Kabaya Promotional),7.0,0.0
Ultralight Flyer (Kabaya Promotional),14.0,2.0
Turbo Chopper (Kabaya Promotional),13.0,0.0
Train Motor Plate with Coupler,1.0,0.0
Fikou (Tree-Spider),13.0,0.0
Building Set,400.0,12.0
Level Crossing,68.0,0.0
Turbo Force,30.0,2.0
Galactic Scout,22.0,1.0
Treasure Cart,20.0,6.0
Pirate Lookout,17.0,0.0
Shell Race Car,45.0,1.0
Shell Tanker,39.0,1.0
Helicopter,37.0,2.0
Shell Station,32.0,0.0
Refrigerated Car with Forklift,111.0,1.0
Holiday Home,330.0,35.0
Basic Building Set with Gift Item,69.0,0.0
Airport Security Squad,113.0,17.0
{Red Race Car Number 3},38.0,1.0
Mobile Satellite Up-Link,27.0,4.0
2-Pilot Craft,28.0,7.0
King's Catapult,33.0,0.0
Central Station,292.0,0.0
Desert Island,24.0,0.0
Weetabix Town House,201.0,16.0
Mobile Car Crane,161.0,14.0
Town Bank,186.0,11.0
Fuel Refinery,337.0,3.0
Dual Defender,51.0,0.0
Battle Cove,29.0,0.0
Basic Building Set Trial Size,26.0,0.0
Rally Car,44.0,8.0
Rally and Pitcrew Team,112.0,12.0
Spy-Bot,61.0,2.0
Twin Starfire,78.0,11.0
Straight Track,28.0,0.0
Town Value Pack,0.0,0.0
Space Value Pack,0.0,0.0
Town Value Pack,0.0,0.0
Castle Mini Figures,38.0,0.0
Space Value Pack,0.0,0.0
Curved Track,28.0,0.0
Denken mit Lego (Thinking with Lego 250pcs),251.0,0.0
Basic Set with Storage Case,102.0,1.0
Denken mit Lego (Thinking with Lego 900pcs),901.0,0.0
Basic Building Set Gift Item,71.0,0.0
Basic Building Set Trial Size,42.0,4.0
Town Value Pack,0.0,0.0
Theater with Play-Scenes,22.0,0.0
Race Car,31.0,1.0
Race Car Repair,70.0,9.0
Large House Set,157.0,0.0
Basic Set with Storage Case,212.0,5.0
Town 2 for 1 Bonus Offer,0.0,0.0
Two Train Wagons,22.0,0.0
Basic Building Set Trial Size,24.0,0.0
Basic Building Set Trial Size,40.0,4.0
Basic Set Trial Size,27.0,0.0
Basic Set Trial Size,36.0,2.0
Container Lorry,149.0,5.0
Space Radar Buggy,91.0,14.0
Dragster,29.0,0.0
Large Train Wagon,15.0,0.0
Switch Track - 1 Right and 1 Left,4.0,0.0
Duplo Medium Bucket,57.0,0.0
Build-A-Rabbit,29.0,0.0
Airplane,30.0,1.0
Black Knights Boat,60.0,0.0
Stena Line Ferry,168.0,5.0
Santa and Chimney,62.0,0.0
Sterling Super Caravelle,48.0,1.0
"2 Cross Rails, 8 Straight Tracks, 4 Base Plates",14.0,0.0
Chick,6.0,0.0
Sterling Luggage Carrier,47.0,2.0
Maersk Line Container Truck,364.0,15.0
Sterling Boeing 727,44.0,1.0
Silja Line Ferry,173.0,2.0
Santa Claus,19.0,0.0
Sterling Airways Biplane,40.0,4.0
Christmas Hearts,10.0,0.0
Scooter,24.0,2.0
Mobile Command Trailer,59.0,9.0
Glory Glider,25.0,1.0
Lufthansa Boeing 727,43.0,1.0
Crest Basic Building Set,27.0,0.0
2 Signals with Automatic Stop / Go Attachment,6.0,0.0
Stunt Chopper,30.0,2.0
Lufthansa Flight Crew,57.0,3.0
Straight Track,25.0,0.0
Wave Jumper,23.0,2.0
Basic Building Set,35.0,1.0
Lufthansa Double-Decker,47.0,3.0
Track Blaster,29.0,1.0
Curved Track,25.0,0.0
Automatic Direction Changer,7.0,0.0
Super Tow Truck,70.0,9.0
Four Car Auto Transport,63.0,2.0
Finnjet Ferry,370.0,137.0
Basic Set with Board Game,239.0,3.0
Medium Bucket,217.0,0.0
Lunar Scout,63.0,9.0
Silja Line Ferry,306.0,107.0
Railroad Crossing Gate,7.0,0.0
Silja Line Ferry,179.0,2.0
Delivery Truck,118.0,5.0
Knights Challenge,172.0,0.0
Basic Set,27.0,0.0
Town Square,424.0,19.0
TCS Breakdown Assistance,239.0,23.0
ANWB Breakdown Assistance,243.0,23.0
"Crossover, Straight Rails",25.0,0.0
Danone Truck,39.0,1.0
Town Square - Castle Scene,489.0,6.0
Town Square - Castle Scene (Dutch Version),489.0,6.0
Super Model,290.0,24.0
Ghostly Hideout,37.0,0.0
Castle 3-Pack,0.0,0.0
Basic Set,36.0,2.0
Britannia Airways,91.0,11.0
Magnetic Couplings,6.0,0.0
Conveyance,187.0,2.0
Giraffe,16.0,0.0
Trial Size Imagination,13.0,0.0
Lion,17.0,0.0
Snail,14.0,0.0
Car,20.0,3.0
Helicopter,23.0,3.0
{Aeroplane},23.0,1.0
Ship,29.0,2.0
Transparent Bricks,0.0,32.0
Police Car,20.0,3.0
Martinair Cessna,75.0,7.0
Battery Wagon with Signal and Direction - Changing,7.0,0.0
Dune Buggy,21.0,0.0
Martinair DC-9,61.0,2.0
Race Car,29.0,1.0
Basic Set in Bucket,373.0,2.0
Space Combi-Pack,0.0,0.0
Small Bucket,155.0,0.0
Storage Bucket,254.0,6.0
Astro Dart,27.0,5.0
Factory,232.0,4.0
Locomotive without Motor,190.0,20.0
Lunar MPV Vehicle,90.0,6.0
King's Archer,22.0,0.0
Snowman,40.0,0.0
Angel,31.0,3.0
Santa,36.0,0.0
Santa on Sleigh with Reindeer,63.0,0.0
Helicopter,26.0,1.0
Cargo Wagon,125.0,2.0
Black Racer,23.0,0.0
Motor Boat,27.0,1.0
Loader Tractor,22.0,2.0
Small Bucket,185.0,0.0
Large Bucket,491.0,2.0
Blue Bucket,439.0,5.0
Large Bucket,662.0,14.0
Passenger Wagon,138.0,8.0
"Lego Motion 3B, Sea Eagle",14.0,1.0
"Lego Motion 3B, Sea Eagle - International version",14.0,1.0
"Lego Motion 2B, Lightning Striker",15.0,1.0
"Lego Motion 4A, Wind Whirler",16.0,1.0
"Lego Motion 4A, Wind Whirler - International version",16.0,1.0
"Lego Motion 1A, Gyro Bird",17.0,2.0
"Lego Motion 3A, Land Laser",16.0,1.0
"Lego Motion 3A, Land Laser - International version",16.0,1.0
"Lego Motion 1B, Turbo Force",13.0,1.0
"Lego Motion 2A, Swamp Stinger",15.0,1.0
"Lego Motion 4B, Sea Skimmer",14.0,3.0
"Lego Motion 4B, Sea Skimmer - International version",14.0,3.0
Maersk Line [Promotional Container Ship],207.0,13.0
Cargo Station,267.0,0.0
Basic Building Set Trial Size,30.0,0.0
Maersk Line Container Truck,296.0,9.0
Basic Set,40.0,4.0
Viking Line Ferry,172.0,3.0
Evacuation Team,211.0,33.0
Viking Line Ferry,169.0,2.0
Viking Line Ferry,199.0,2.0
Kronprins Frederik Ferry,160.0,4.0
Flat Wagon,51.0,0.0
Basic Building Set in Bucket,415.0,5.0
Basic Building Set in Bucket,617.0,16.0
Basic Building Set in Bucket,449.0,2.0
Dual FX Racers,106.0,2.0
Brick Vac,140.0,0.0
Basic Building Set Trial Size,30.0,0.0
Basic Building Set Trial Size,28.0,0.0
Loading Ramp and Car Transport Wagon,99.0,1.0
LEGOLAND Triple Pack,0.0,0.0
Basic Building Set,22.0,0.0
Rabbit,25.0,0.0
Basic Building Set Trial Size,43.0,6.0
Basic Building Set,37.0,6.0
Hay Cart with Smugglers,67.0,0.0
Space Shuttle,399.0,24.0
Midnight Transport,252.0,19.0
Large Bucket for Her,216.0,0.0
Helicopter,26.0,1.0
Turbo Force,26.0,0.0
Galactic Scout,22.0,1.0
Treasure Chest,20.0,4.0
Pirate Lookout,17.0,0.0
Basic Building Set Trial Size,26.0,0.0
Small Bucket,183.0,0.0
Basic Set,107.0,0.0
Push Along Play Train,87.0,0.0
Basic Building Set Trial Size,26.0,0.0
Fire Fighter 4 x 4,50.0,11.0
Dalmatian Station Building Set,181.0,0.0
Ice Planet Satellite Plough,42.0,5.0
Large Dinosaur Bucket,327.0,0.0
Large Bucket,656.0,13.0
Snowmobile,21.0,3.0
Complete Train Set Without Motor,146.0,0.0
Ice Planet Scooter,17.0,2.0
Crossbow Cart,24.0,0.0
Shipwrecked Pirate,23.0,0.0
Surveillance Scooter,19.0,6.0
Special Value,400.0,0.0
Basic Bricks,400.0,0.0
Starter Set with Building Plates,201.0,0.0
Freestyle Bricks and Plates,199.0,0.0
Cactus Canyon Value Pack,0.0,0.0
Sandypoint Marina Value Pack,0.0,0.0
Rescue / Ice Planet Combi Pack,0.0,0.0
Castle / Pirates Combi Pack,0.0,0.0
Bird,9.0,0.0
Dinosaur,11.0,0.0
Girl,7.0,0.0
Horse,10.0,0.0
Crystal Crawler,88.0,9.0
Barnacle Bay Value Pack,0.0,0.0
Snow Scooter,21.0,3.0
Ice Planet Scooter,17.0,2.0
Crossbow Cart,23.0,0.0
Shipwrecked Pirate,24.0,0.0
Wizard's Cart,16.0,2.0
Scorpion Detector,165.0,30.0
Kayak,15.0,1.0
Car,34.0,2.0
Van,69.0,12.0
"Box of Standard Bricks, 5+",400.0,0.0
"Box of Standard Bricks, 3+",404.0,0.0
Wiz the Wizard,16.0,2.0
Treasure Surprise,26.0,0.0
Paravane,16.0,0.0
Renault Formula 1 Racer,32.0,0.0
Boat with Armour,21.0,0.0
{Basic Promotional Set},8.0,0.0
{Basic Promotional Set},7.0,0.0
Go-Cart,21.0,0.0
Paradisa Speedboat,23.0,0.0
Go-Cart,21.0,0.0
Small Freestyle Bucket,109.0,0.0
{Basic Promotional Set},6.0,0.0
{Basic Promotional Set},9.0,0.0
Aircraft,22.0,1.0
Airport Container Truck,72.0,8.0
Airline Maintenance Vehicle with Trailer,96.0,13.0
Aircraft,122.0,17.0
Jet,141.0,21.0
Large Bulk Bucket,950.0,0.0
Sabah Promotional Set: Plane,9.0,1.0
Sabah Promotional Set: Boat,6.0,5.0
Sabah Promotional Set: Helicopter,9.0,1.0
Discovery Station,313.0,21.0
Introducing Crater Critters,140.0,6.0
Jailbreak Joe,162.0,29.0
Crater Cruiser,149.0,34.0
Treasure Chest,163.0,5.0
Star Hawk II,230.0,62.0
Shark Fisherman,20.0,0.0
Windsurfer & Van,65.0,6.0
Pleasure Cruiser,54.0,11.0
Space Station Zenon,308.0,43.0
Dragon Master Chariot,36.0,0.0
Imperial Cannon,38.0,0.0
Freestyle Large Monster Bucket,652.0,5.0
Building Table,3.0,0.0
Little House Set,67.0,0.0
Train with 5 Wagons and Circle of Track,220.0,0.0
Tidy Treasure,26.0,0.0
Crossbow Boat,21.0,0.0
Underwater Scooter,16.0,0.0
Santa Claus and Sleigh,17.0,0.0
Light Aircraft and Ground Support,116.0,5.0
Condor Promotional Airplane,26.0,3.0
"Complete Train Set with Motor, Signals and Switch",143.0,0.0
Paradisa Lifeguard,41.0,0.0
Sea Plane with Hut and Boat,129.0,10.0
Aircraft and Ground Support Equipment and Vehicle,181.0,23.0
Large Bucket,950.0,0.0
Train Set with Signal,349.0,19.0
Rally Racers,171.0,24.0
Sea Claw 7 / Neptune III,178.0,16.0
Sabah Promotional Set: Yacht,9.0,2.0
Flying Duck,17.0,0.0
Racing Car,18.0,1.0
Bird? Boat? Plane?,22.0,0.0
Helicopter,19.0,1.0
{Basic Promotional Set},7.0,0.0
Complete Train Set with Motor and Signal,186.0,0.0
Maersk Line Container Lorry,190.0,17.0
Maersk Sealand Container Lorry,190.0,17.0
Freestyle Cat,9.0,0.0
Freestyle Duck,11.0,0.0
Freestyle Bird,20.0,0.0
Freestyle Fish,22.0,0.0
Freestyle Set,24.0,0.0
Plane,15.0,0.0
Space/Castle Value Pack,0.0,0.0
Spyrius Fold-Wing Spacecraft,47.0,13.0
Royal Knight's Catapult,46.0,0.0
20th Anniversary Jackpot Bucket,701.0,20.0
Freestyle Set,25.0,0.0
Freestyle Set,33.0,0.0
Freestyle Set,27.0,0.0
Navigator,146.0,16.0
House with Roof-Windows ( Velux ),147.0,11.0
Basic Bricks,950.0,0.0
Droid Scout,17.0,10.0
Sabah Promotional Set: Aeroplane,8.0,1.0
Freestyle Set,32.0,0.0
Freestyle Trial Set,11.0,0.0
Airliner,25.0,3.0
Medium Bulk Bucket,400.0,0.0
Freestyle Box,220.0,0.0
South African Flag,80.0,0.0
Freestyle Set,44.0,0.0
Hamster Play Time - Friends Magazine - Polish Edition,23.0,2.0
Pirates Cannon,17.0,0.0
Imperial Guard Camp,27.0,1.0
Pirate Treasure,49.0,0.0
Polly Pick-Up,141.0,0.0
Meteor Monitor,28.0,4.0
Soil Scooper,61.0,12.0
Crusader's Cart,62.0,0.0
Small Bucket,399.0,9.0
Large Bucket,433.0,10.0
XL Bucket,557.0,22.0
Small Bucket,288.0,0.0
Large Bucket,451.0,0.0
Small Bucket,193.0,0.0
XL Bucket,465.0,0.0
Scout Patrol Ship,24.0,6.0
Black Knights Guardshack,49.0,0.0
Pirate's Treasure Hold,37.0,0.0
Octan Racer,46.0,1.0
Four Set Value Pack,0.0,0.0
Sky Patrol,79.0,10.0
Trauma Team,260.0,36.0
Weetabix Dragster,26.0,1.0
Weetabix Racer,23.0,1.0
Farm Set,506.0,36.0
Mini Basic Set,35.0,1.0
Mini Basic Set,35.0,1.0
Majisto's Tower,186.0,10.0
Promo Basic Set,86.0,2.0
Basic Set,34.0,0.0
"LEGO Building Set A, Car",18.0,2.0
"LEGO Building Set B, Boat",27.0,0.0
"LEGO Building Set C, Helicopter",19.0,1.0
"LEGO Building Set D, Aircraft",20.0,0.0
Starion Patrol,23.0,2.0
King's Catapult,22.0,0.0
Locomotive Piston Assemblies,6.0,0.0
Promo Basic Set,117.0,2.0
Policemen,86.0,0.0
Basic Building Set,58.0,2.0
Viking Line Ferry,181.0,3.0
Motorcycle,103.0,0.0
Viking Line Ferry,227.0,5.0
Guardsman,13.0,0.0
Basic Building Set + Storage Case,78.0,4.0
Family,94.0,0.0
Basic Set with Storage Case,139.0,5.0
Airplane,87.0,2.0
Dairy Tanker,123.0,5.0
Mouse,14.0,0.0
Surveillance Scooter,19.0,4.0
Basic Set with Storage Case,138.0,5.0
Color Line Ferry,242.0,8.0
Windsurfer,18.0,3.0
Ultra-Light,29.0,2.0
Special Value 96 pieces (Canadian Set),103.0,1.0
Antique Car,112.0,3.0
Basic Building Set,216.0,5.0
Basic Set with Storage Case,218.0,5.0
Basic Building Set,27.0,0.0
Basic Building Set,36.0,2.0
Car Repair Shop,278.0,24.0
System Bonus Pack,0.0,0.0
Town Value Pack,0.0,0.0
Space Express,156.0,27.0
Mini Robot,35.0,3.0
Space Value Pack,0.0,0.0
Pirate's Gun Cart,31.0,0.0
Farm Vehicle and Animals,118.0,2.0
Black Knight's Battering Ram,36.0,0.0
Go-Cart,98.0,0.0
Emirates Airliner,122.0,17.0
Legoland Triple Pack,0.0,0.0
Flyercracker USA,67.0,7.0
Smuggler's Hayride,54.0,0.0
Star Quest,30.0,7.0
Town 3-Pack,0.0,0.0
Space Value Pack,0.0,0.0
Build-A-Santa,39.0,0.0
Town Value Pack,0.0,0.0
Snowman,42.0,0.0
Town Value Pack,0.0,0.0
Santa's Elves,30.0,0.0
Cowboys,39.0,0.0
Space Value Pack,0.0,0.0
F1 Race Car,34.0,1.0
Scooter,41.0,0.0
Racing Pickup,77.0,4.0
Dragsters,90.0,18.0
Race Value Pack,0.0,0.0
Turtle Bucket with Motor,192.0,0.0
Racer,15.0,0.0
Town Value Pack,0.0,0.0
Silja Line Ferry,341.0,35.0
Space Value Pack,0.0,0.0
BrickMaster,102.0,3.0
Fire Truck,44.0,16.0
Dinosaur,103.0,3.0
Window Exploration Bag,4700.0,500.0
Jungle Cruiser,78.0,7.0
Connections Kit,2030.0,15.0
Starter Kit,217.0,22.0
Identity and Landscape Kit,1288.0,248.0
Duck,6.0,0.0
FLL Trophy Small,235.0,0.0
FLL Trophy Medium,268.0,0.0
FLL Trophy Large,437.0,0.0
Story Starter (Sample Set),93.0,3.0
Identity and Landscape Kit,2484.0,360.0
Connections Kit,2433.0,15.0
Crossing the River,14.0,0.0
"Building My SG - Reflect, Celebrate, Inspire",215.0,28.0
Winged Rahi (Klakk),38.0,1.0
Clone Turbo Tank - Mini,67.0,0.0
Republic Attack Cruiser - Mini,80.0,7.0
Tow Truck,74.0,10.0
AT-TE Walker - Mini,94.0,4.0
Family,78.0,0.0
Republic Gunship - Mini,89.0,10.0
Garbage Truck,70.0,6.0
Click,31.0,2.0
Mini Neptune Carrier,58.0,11.0
4 x 4 Dynamo,70.0,6.0
Alligator,93.0,0.0
Imperial Shuttle - Mini,67.0,5.0
Dagger Trap,55.0,0.0
AT-AT Walker - Mini,88.0,0.0
Slave I,76.0,6.0
Building Ideas Book,0.0,0.0
Mini Turbo Shredder,87.0,2.0
Bounty Hunter Gunship - Mini,77.0,8.0
"LEGO Town Plan Board, Plastic",1.0,0.0
"LEGO Town Plan Board, Continental European Cardboard Version",1.0,0.0
"LEGO Town Plan Board, UK / Australian Cardboard Version",1.0,0.0
Heart 2008,92.0,0.0
Heart 2009,92.0,0.0
LEGO Town Plan Wooden Board,1.0,0.0
LEGO Town Plan Wooden Board,1.0,0.0
Universal Building Set,213.0,4.0
Happy Holidays - The Christmas Game,142.0,1.0
Lego Duck,93.0,0.0
"MBA Level One - Kit 1, Space Designer",185.0,1.0
"MBA Level One - Kit 2, Microbuild Designer",177.0,55.0
"MBA Level One - Kit 3, Robot Designer",156.0,8.0
"MBA Level Two - Kit 4, Flight Designer",140.0,6.0
"MBA Level Two - Kit 5, Creature Designer",237.0,5.0
MBA Level Two - Kit 6 Auto Designer,191.0,5.0
"MBA Level Three - Kit 7, The Lost Village",230.0,7.0
"MBA Level Three - Kit 8, The Forbidden Bridge",224.0,4.0
"MBA Level Three - Kit 9, The Dark Lair",160.0,31.0
MBA Adventure Designer (Kits 7 - 9 Redesign),0.0,0.0
MBA Invention Designer (Kits 10 - 12),698.0,10.0
MBA Robot & Micro Designer (Kits 2 - 3 Redesign),0.0,0.0
MBA Action Designer (Kits 4 - 6 Redesign),0.0,0.0
Boat,12.0,0.0
Pen Pack Alpha,0.0,0.0
Helicopter,18.0,0.0
Car,17.0,0.0
Plane,13.0,0.0
Universal Figure Set,120.0,0.0
Stormer 2.0,30.0,2.0
Air Ambulance,106.0,10.0
Furno 2.0,28.0,2.0
Evo 2.0,31.0,0.0
Nex 2.0,29.0,2.0
Boat,15.0,0.0
Ring Me Rabbit,3.0,0.0
Prop Plane,14.0,0.0
Mother with Baby Carriage,46.0,0.0
Extra Large Tires & Hubs,4.0,0.0
Mini-Wheel Model Maker No. 2,59.0,4.0
Sears Tower,70.0,0.0
Willis Tower,70.0,0.0
John Hancock Center,71.0,0.0
Empire State Building,79.0,0.0
Seattle Space Needle,60.0,0.0
Solomon R. Guggenheim Museum,210.0,0.0
Fallingwater,720.0,96.0
The White House,566.0,1.0
Rockefeller Center,243.0,0.0
Burj Khalifa,210.0,0.0
Farnsworth House,527.0,26.0
Cowboys,39.0,0.0
Robie House,2027.0,256.0
Brandenburg Gate,368.0,0.0
Sydney Opera House,242.0,33.0
Big Ben,352.0,0.0
Villa Savoye,574.0,94.0
The Leaning Tower of Pisa,350.0,0.0
Sungnyemun,328.0,0.0
Imperial Hotel,1023.0,181.0
United Nations Headquarters,421.0,185.0
Eiffel Tower,324.0,0.0
Small Store Set,30.0,0.0
The Trevi Fountain,512.0,219.0
Marina Bay Sands,439.0,170.0
Lincoln Memorial,260.0,19.0
Flatiron Building,425.0,55.0
Louvre,510.0,185.0
Venice,212.0,7.0
Berlin,291.0,9.0
New York City,555.0,55.0
Buckingham Palace,711.0,89.0
United States Capitol Building,1055.0,0.0
Burj Khalifa,333.0,0.0
Sydney,322.0,39.0
Chicago,356.0,88.0
London,414.0,70.0
Solomon R. Guggenheim Museum&reg;,703.0,41.0
Architecture Studio,1064.0,146.0
